iso3,year,top1_share_ptinc,top10_share_ptinc,mid40_share_ptinc,bot50_share_ptinc,top1_share_wealth,top10_share_wealth,bot50_share_wealth,gini_ptinc_wid,gini_wealth_wid,avg_inc_bot50,avg_inc_top1,avg_inc_top10,avg_inc_all,nni_per_adult,top1_bot50_income_ratio,bot50_rel_income,wid_flat_flag,gini_disp,gini_disp_se,gini_mkt,gini_mkt_se,redist_rel,tert_share_2564,tert_compl_share_2564,tert_share_2534,yr_sch_2564,youth_share_1524_of_1564,tert_enrol_gross,hh_cons_pc_2015usd,youth_unemp,urban_share,rel_wage_pwt,wage_per_worker_pwt,emp_pop_ratio
ABW,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590237,,,
ABW,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.590728,,,
ABW,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592123,,,
ABW,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.594324,,,
ABW,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597233,,,
ABW,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600755,,,
ABW,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604791,,,
ABW,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.609244,,,
ABW,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.614017,,,
ABW,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.619013,,,
ABW,1970,,,,,,,,,,,,,,12184.8,,,,,,,,,,,,,,,,,0.624135,,,
ABW,1971,,,,,,,,,,,,,,13276.6,,,,,,,,,,,,,,,,,0.629284,,,
ABW,1972,,,,,,,,,,,,,,14368.7,,,,,,,,,,,,,,,,,0.634365,,,
ABW,1973,,,,,,,,,,,,,,15249.7,,,,,,,,,,,,,,,,,0.639279,,,
ABW,1974,,,,,,,,,,,,,,15932.4,,,,,,,,,,,,,,,,,0.64393,,,
ABW,1975,,,,,,,,,,,,,,16881.2,,,,,,,,,,,,,,,,,0.648221,,,
ABW,1976,,,,,,,,,,,,,,17810.9,,,,,,,,,,,,,,,,,0.652053,,,
ABW,1977,,,,,,,,,,,,,,18883.4,,,,,,,,,,,,,,,,,0.655331,,,
ABW,1978,,,,,,,,,,,,,,20137,,,,,,,,,,,,,,,,,0.657955,,,
ABW,1979,,,,,,,,,,,,,,21285.9,,,,,,,,,,,,,,,,,0.659831,,,
ABW,1980,0.2375,0.5594,0.3587,0.0819,,,,0.6852,,3759.13,545101,128369,22949.5,22245.8,145.007,0.1638,0,,,,,,,,,,,,,,0.660859,,,
ABW,1981,0.2364,0.5593,0.359,0.0816,,,,0.6854,,3994.55,578717,136902,24476.4,23480.3,144.877,0.1632,0,,,,,,,,,,,,,,0.660991,,,
ABW,1982,0.2353,0.5593,0.3594,0.0813,,,,0.6857,,4237.79,613348,145766,26062.6,24623.4,144.733,0.1626,0,,,,,,,,,,,,,,0.660706,,,
ABW,1983,0.2342,0.5593,0.3597,0.081,,,,0.6859,,4482.53,648068,154746,27670,27006.1,144.576,0.162,0,,,,,,,,,,,,,,0.660149,,,
ABW,1984,0.2331,0.5592,0.3601,0.0807,,,,0.6861,,4752.27,686255,164657,29444,28505.2,144.406,0.1614,0,,,,,,,,,,,,,,0.659394,,,
ABW,1985,0.2319,0.5592,0.3605,0.0803,,,,0.6863,,5030.44,726400,175152,31322.8,30297.7,144.401,0.1606,0,,,,,,,,,,,,,,0.658504,,,
ABW,1986,0.2307,0.5592,0.3609,0.08,,,,0.6866,,5359.54,772859,187300,33497.1,33255,144.203,0.16,0,,,,,,,,,,,,,,0.657547,,,
ABW,1987,0.2295,0.5591,0.3612,0.0796,,,,0.6868,,6111.55,881108,214641,38389.1,37488.3,144.171,0.1592,0,,,,,,,,,,,,,,0.656585,,,
ABW,1988,0.2283,0.5591,0.3616,0.0793,,,,0.6871,,7173.04,1.03251e+06,252860,45227.3,44293.8,143.943,0.1586,0,,,,,,,,,,,,,,0.655685,,,
ABW,1989,0.2271,0.5592,0.3621,0.0786,,,,0.6877,,7901.39,1.14154e+06,281084,50263.3,49602,144.473,0.1572,0,,,,,,,,,,,,,,0.654911,,,
ABW,1990,0.2258,0.5592,0.3625,0.0783,,,,0.6879,,8091.43,1.16687e+06,288925,51669.4,51009.4,144.211,0.1566,0,,,,,,,,,,,,,,0.654328,,,
ABW,1991,0.2257,0.558,0.3631,0.0789,,,,0.6868,,8788.56,1.25677e+06,310774,55694.3,55402,143,0.1578,0,,,,,,,,,,,,,,0.654009,1.43487,40605.8,0.451859
ABW,1992,0.2255,0.557,0.3637,0.0793,,,,0.6859,,9200.71,1.3084e+06,323121,58012.1,57295.1,142.207,0.1586,0,,,,,,,,,,,,,,0.653906,1.43158,40624.7,0.452895
ABW,1993,0.2254,0.556,0.3643,0.0797,,,,0.6851,,9595.89,1.35707e+06,334708,60200,60049.5,141.422,0.1594,0,,,,,,,,,,,,,,0.653845,1.42832,40933,0.453931
ABW,1994,0.2253,0.555,0.365,0.08,,,,0.6842,,10057.7,1.41635e+06,348882,62860.6,62524,140.822,0.16,0,,,,,,,,,,,,,,0.6538,1.42506,41772.7,0.454967
ABW,1995,0.2252,0.554,0.3656,0.0804,0.3372,0.6714,0.0288,0.6834,0.8014,9900.38,1.38658e+06,341119,61569.5,61234.4,140.053,0.1608,0,,,,,,,,,,,,,,0.653767,1.42183,40795,0.456003
ABW,1996,0.2251,0.5531,0.3662,0.0807,0.3354,0.6699,0.0291,0.6826,0.8003,9619.18,1.34155e+06,329627,59598.4,58995.3,139.466,0.1614,0,,,,,,,,,,,,,,0.653738,1.39432,39103.9,0.45704
ABW,1997,0.225,0.5521,0.3668,0.0811,0.3304,0.6656,0.0299,0.6818,0.7972,9894.09,1.37243e+06,336798,60999.3,60228.6,138.712,0.1622,0,,,,,,,,,,,,,,0.653707,1.38603,40805,0.458076
ABW,1998,0.2249,0.5512,0.3674,0.0814,0.3285,0.664,0.0302,0.681,0.796,10305.9,1.42361e+06,348932,63304.1,62713.6,138.135,0.1628,0,,,,,,,,,,,,,,0.653668,1.39014,42741.1,0.459112
ABW,1999,0.2248,0.5503,0.368,0.0818,0.3273,0.663,0.0304,0.6802,0.7954,9928.66,1.36416e+06,333955,60688.6,60310.2,137.396,0.1636,0,,,,,,,,,,,0.256338,,,0.653615,1.42391,43425,0.460148
ABW,2000,0.2247,0.5494,0.3685,0.0821,0.3263,0.6622,0.0306,0.6794,0.7947,10267.8,1.40495e+06,343530,62532.1,61754,136.831,0.1642,0,,,,,,,,,,,0.283303,,,0.653545,1.3988,43678,0.461185
ABW,2001,0.2231,0.5477,0.3698,0.0826,0.324,0.6602,0.0309,0.6781,0.7934,9776.52,1.32043e+06,324101,59179.9,58650.9,135.062,0.1652,0,,,,,,,,,,,0.288601,,,0.653351,1.39996,42596,0.460803
ABW,2002,0.2216,0.546,0.3709,0.083,0.3206,0.6573,0.0315,0.6768,0.7913,9256.85,1.23599e+06,304488,55764.2,55398.9,133.522,0.166,0,,,,,,,,,,,0.285817,,,0.652821,1.40112,40789.2,0.460421
ABW,2003,0.2202,0.5445,0.372,0.0835,0.3188,0.6557,0.0317,0.6756,0.7902,9719.01,1.28176e+06,316877,58197.7,58014.3,131.882,0.167,0,,,,,,,,,,,0.303779,,,0.651983,1.40229,40156.9,0.460039
ABW,2004,0.2189,0.543,0.3731,0.0839,0.3175,0.6546,0.0319,0.6745,0.7894,10351.1,1.35037e+06,334969,61687,61274.2,130.457,0.1678,0,,,,,,,,,,,0.303527,,,0.650887,1.40345,42459.6,0.459657
ABW,2005,0.2176,0.5416,0.3741,0.0843,0.3161,0.6534,0.0321,0.6734,0.7886,8332.13,1.07554e+06,267662,49419.5,49171.1,129.084,0.1686,0,,,,,,,,,,,0.362042,,,0.64958,1.40462,42438.7,0.459276
ABW,2006,0.2164,0.5403,0.3751,0.0846,0.3139,0.6515,0.0325,0.6724,0.7873,10205.1,1.30532e+06,325863,60314,59555.4,127.908,0.1692,0,,,,,,,,,,,0.342269,,,0.648113,1.40579,42244.6,0.458894
ABW,2007,0.2153,0.539,0.376,0.085,0.3122,0.65,0.0327,0.6714,0.7863,9203.38,1.16537e+06,291801,54137.5,54313.2,126.625,0.17,0,,,,,,,,,,,0.348968,,,0.646533,1.40696,43300.9,0.458512
ABW,2008,0.2142,0.5378,0.3769,0.0853,0.3111,0.6491,0.0329,0.6704,0.7856,10109.7,1.26906e+06,318686,59259.5,58489,125.53,0.1706,0,,,,,,,,,,,0.350971,,,0.644889,1.40813,42268,0.45813
ABW,2009,0.2131,0.5366,0.3777,0.0857,0.3096,0.6478,0.0331,0.6695,0.7848,9084.05,1.12937e+06,284400,52999.1,52612.9,124.325,0.1714,0,,,,,,,,,,,0.344309,,,0.64323,1.4093,38652.8,0.457748
ABW,2010,0.2121,0.5355,0.3785,0.086,0.3081,0.6465,0.0333,0.6687,0.7838,8659.13,1.06768e+06,269588,50343.8,49723.2,123.301,0.172,0,,,,,,,,,,,0.360625,,,0.641613,1.41048,37345.2,0.457367
ABW,2011,0.212,0.5303,0.378,0.0917,0.3021,0.6414,0.0341,0.6601,0.7803,8792.93,1.01663e+06,254250,47944,47450.6,115.619,0.1834,1,,,,,,,,,,,0.378648,,,0.639993,1.44081,38137.2,0.447739
ABW,2012,0.212,0.5252,0.3775,0.0974,0.2974,0.6373,0.0348,0.6516,0.7776,9679.53,1.05349e+06,260947,49689.6,49067.1,108.837,0.1948,1,,,,,,,,,,,0.388642,,,0.638252,1.44081,37426.3,0.447739
ABW,2013,0.212,0.52,0.377,0.103,0.2948,0.6351,0.0351,0.6431,0.7761,10685.1,1.09955e+06,269742,51869.4,51250.7,102.905,0.206,1,,,,,,,,,,,0.171259,,,0.636383,1.44081,38771.1,0.447739
ABW,2014,0.212,0.515,0.3764,0.1086,0.2907,0.6316,0.0356,0.6347,0.7738,11273.2,1.10009e+06,267279,51902.5,51306.8,97.5844,0.2172,1,,,,,,,,,,,0.177519,,,0.634393,1.44081,38646.3,0.447739
ABW,2015,0.2119,0.5099,0.3759,0.1141,0.2863,0.6278,0.0362,0.6264,0.7713,11412.6,1.05986e+06,255020,50011.5,49503.6,92.8671,0.2282,1,,,,,,,,,,,0.167312,15193.5,,0.632288,1.44081,40635.9,0.447739
ABW,2016,0.2119,0.5049,0.3754,0.1197,0.2827,0.6246,0.0366,0.6182,0.7693,12054.6,1.06695e+06,254243,50353.4,50028.2,88.5099,0.2394,1,,,,,,,,,,,0.171416,,,0.630078,1.44081,41263.1,0.447739
ABW,2017,0.2119,0.4999,0.3749,0.1251,0.2794,0.6218,0.037,0.6099,0.7674,13285.8,1.12501e+06,265477,53100.9,52804.2,84.6773,0.2502,1,,,,,,,,,,,,,,0.627768,1.44081,41878.7,0.447739
ABW,2018,0.2118,0.495,0.3744,0.1306,0.2766,0.6193,0.0374,0.6018,0.7659,13982.1,1.13395e+06,264982,53530.3,53381.6,81.0998,0.2612,1,,,,,,,,,,,,,,0.625368,1.44081,42068,0.447739
ABW,2019,0.2118,0.4901,0.3739,0.136,0.2727,0.6159,0.0378,0.5937,0.7637,14355,1.11781e+06,258661,52775.8,52068.8,77.8688,0.272,1,,,,,,,,,,,,,,0.622883,1.44081,41589,0.447739
AFG,1950,,,,,,,,,,,,,,8162.51,,,,,,,,,0.0034069,0.00217415,0.006,0.131715,0.347592,,,,,,,
AFG,1951,,,,,,,,,,,,,,8288.92,,,,,,,,,0.00371351,0.00237062,0.00644,0.142794,0.347593,,,,,,,
AFG,1952,,,,,,,,,,,,,,8459.38,,,,,,,,,0.00402012,0.00256708,0.00688,0.153873,0.347594,,,,,,,
AFG,1953,,,,,,,,,,,,,,8889.14,,,,,,,,,0.00432673,0.00276355,0.00732,0.164952,0.347595,,,,,,,
AFG,1954,,,,,,,,,,,,,,8958.61,,,,,,,,,0.00463334,0.00296002,0.00776,0.176031,0.347596,,,,,,,
AFG,1955,,,,,,,,,,,,,,9013.63,,,,,,,,,0.00493994,0.00315648,0.0082,0.18711,0.347597,,,,,,,
AFG,1956,,,,,,,,,,,,,,9309.17,,,,,,,,,0.00519029,0.00331426,0.00856,0.196564,0.347523,,,,,,,
AFG,1957,,,,,,,,,,,,,,9154.24,,,,,,,,,0.00544063,0.00347204,0.00892,0.206017,0.34745,,,,,,,
AFG,1958,,,,,,,,,,,,,,9562.72,,,,,,,,,0.00569097,0.00362982,0.00928,0.215471,0.347377,,,,,,,
AFG,1959,,,,,,,,,,,,,,9698.08,,,,,,,,,0.00594131,0.0037876,0.00964,0.224925,0.347303,,,,,,,
AFG,1960,,,,,,,,,,,,,,9901.51,,,,,,,,,0.00619165,0.00394538,0.01,0.234378,0.34723,,,,0.0812255,,,
AFG,1961,,,,,,,,,,,,,,9812.39,,,,,,,,,0.00679255,0.00431491,0.01098,0.249054,0.347103,,,,0.0838959,,,
AFG,1962,,,,,,,,,,,,,,9809.53,,,,,,,,,0.00739344,0.00468445,0.01196,0.263731,0.346977,,,,0.0866266,,,
AFG,1963,,,,,,,,,,,,,,9813.1,,,,,,,,,0.00799434,0.00505398,0.01294,0.278407,0.34685,,,,0.0894271,,,
AFG,1964,,,,,,,,,,,,,,9818.91,,,,,,,,,0.00859523,0.00542352,0.01392,0.293083,0.346723,,,,0.0923113,,,
AFG,1965,,,,,,,,,,,,,,9845.62,,,,,,,,,0.00919612,0.00579305,0.0149,0.307759,0.346597,,,,0.0952934,,,
AFG,1966,,,,,,,,,,,,,,9735.17,,,,,,,,,0.00969239,0.00609158,0.01572,0.321498,0.346167,,,,0.0983874,,,
AFG,1967,,,,,,,,,,,,,,9811.33,,,,,,,,,0.0101887,0.00639011,0.01654,0.335237,0.345738,,,,0.101607,,,
AFG,1968,,,,,,,,,,,,,,9983.51,,,,,,,,,0.0106849,0.00668863,0.01736,0.348976,0.345309,,,,0.104967,,,
AFG,1969,,,,,,,,,,,,,,9965.82,,,,,,,,,0.0111812,0.00698716,0.01818,0.362715,0.34488,,,,0.108481,,,
AFG,1970,,,,,,,,,,,,,,9777.78,,,,,,,,,0.0116774,0.00728568,0.019,0.376453,0.344451,0.0076956,,,0.112298,,,
AFG,1971,,,,,,,,,,,,,,9110.53,,,,,,,,,0.0142788,0.00880192,0.0246,0.435212,0.344773,0.0092827,,,0.11666,,,
AFG,1972,,,,,,,,,,,,,,7763.85,,,,,,,,,0.0168802,0.0103182,0.0302,0.493971,0.345096,0.0095954,,,0.12162,,,
AFG,1973,,,,,,,,,,,,,,7544.98,,,,,,,,,0.0194816,0.0118344,0.0358,0.552729,0.345418,0.0110444,,,0.126917,,,
AFG,1974,,,,,,,,,,,,,,7826.05,,,,,,,,,0.022083,0.0133506,0.0414,0.611488,0.345741,0.0103192,,,0.132348,,,
AFG,1975,,,,,,,,,,,,,,8244.42,,,,,,,,,0.0246843,0.0148669,0.047,0.670246,0.346063,0.0112306,,,0.137708,,,
AFG,1976,,,,,,,,,,,,,,8552.22,,,,,,,,,0.026866,0.0161738,0.0518,0.719749,0.347361,0.0126919,,,0.142795,,,
AFG,1977,,,,,,,,,,,,,,8147.97,,,,,,,,,0.0290476,0.0174807,0.0566,0.769251,0.348659,0.0140903,,,0.147404,,,
AFG,1978,,,,,,,,,,,,,,8473.34,,,,,,,,,0.0312293,0.0187876,0.0614,0.818754,0.349956,0.0180001,,,0.151331,,,
AFG,1979,,,,,,,,,,,,,,8584.22,,,,,,,,,0.0334109,0.0200946,0.0662,0.868257,0.351254,0.0191846,,,0.154376,,,
AFG,1980,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,3214.17,133096,34416.2,8405.26,8694.38,41.4089,0.3824,1,,,,,,0.0355925,0.0214015,0.071,0.917759,0.352552,,,,0.15681,,,
AFG,1981,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,3588.48,148595,38424.2,9384.1,9669.33,41.4089,0.3824,1,,,,,,0.0381597,0.0233384,0.07284,0.983625,0.353665,,,,0.159038,,,
AFG,1982,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,3994.2,165395,42768.5,10445.1,10749.4,41.409,0.3824,1,,,,,,0.0407269,0.0252753,0.07468,1.04949,0.354779,0.0201695,,,0.161074,,,
AFG,1983,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,4223.15,174876,45220,11043.8,11265.3,41.4089,0.3824,1,,,,,,0.0432941,0.0272122,0.07652,1.11536,0.355892,,,,0.162937,,,
AFG,1984,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,4255.61,176220,45567.6,11128.7,11273.8,41.409,0.3824,1,,,,,,0.0458613,0.0291491,0.07836,1.18122,0.357005,,,,0.164644,,,
AFG,1985,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,4224.99,174952,45239.8,11048.6,11297.9,41.409,0.3824,1,,,,,,0.0484285,0.031086,0.0802,1.24709,0.358118,,,,0.166215,,,
AFG,1986,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,4372.85,181075,46823,11435.3,11611.1,41.4089,0.3824,1,,,,,,0.0507192,0.0326427,0.08196,1.31869,0.359091,0.0219022,,,0.167666,,,
AFG,1987,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,4071.12,168581,43592.1,10646.2,10912.8,41.4089,0.3824,1,,,,,,0.0530098,0.0341995,0.08372,1.3903,0.360064,0.017146,,,0.169016,,,
AFG,1988,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,3677.01,152261,39372.2,9615.62,9871.8,41.4089,0.3824,1,,,,,,0.0553004,0.0357562,0.08548,1.46191,0.361038,,,,0.170283,,,
AFG,1989,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,3310.53,137085,35448,8657.23,8849.13,41.4089,0.3824,1,,,,,,0.057591,0.0373129,0.08724,1.53351,0.362011,,,,0.171485,,,
AFG,1990,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,3170.66,131294,33950.3,8291.46,8298.57,41.409,0.3824,1,,,,,,0.0598817,0.0388696,0.089,1.60512,0.362984,0.022152,,,0.17264,,,
AFG,1991,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,2815.37,116582,30146,7362.38,7488.1,41.409,0.3824,1,,,,,,0.0619445,0.0403171,0.0896,1.69686,0.363755,,,0.12413,0.173767,,,
AFG,1992,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,2611.43,108137,27962.3,6829.05,6921.07,41.409,0.3824,1,,,,,,0.0640073,0.0417646,0.0902,1.78861,0.364525,,,0.12386,0.174882,,,
AFG,1993,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,1860.38,77036.4,19920.3,4865.01,4942.81,41.4089,0.3824,1,,,,,,0.0660701,0.0432121,0.0908,1.88035,0.365296,,,0.12265,0.176005,,,
AFG,1994,0.1583,0.4095,0.3993,0.1912,,,,0.4924,,1233.34,51071.4,13206.2,3225.27,3276.45,41.4089,0.3824,1,,,,,,0.0681329,0.0446596,0.0914,1.9721,0.366067,,,0.12183,0.177153,,,
AFG,1995,0.1583,0.4095,0.3993,0.1912,0.2435,0.5897,0.0404,0.4924,0.7484,1755.99,72713.6,18802.5,4592.02,4630.36,41.4089,0.3824,1,,,,,,0.0701957,0.0461072,0.092,2.06384,0.366838,,,0.12272,0.178344,,,
AFG,1996,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7483,1669.12,69116.4,17872.3,4364.84,4381.12,41.409,0.3824,1,,,,,,0.0719932,0.0473785,0.0926,2.12913,0.367894,,,0.12102,0.179596,,,
AFG,1997,0.1583,0.4095,0.3993,0.1912,0.2435,0.5896,0.0404,0.4924,0.7484,1534.61,63546.5,16432,4013.09,3995.05,41.4089,0.3824,1,,,,,,0.0737908,0.0486499,0.0932,2.19443,0.368951,,,0.11951,0.180929,,,
AFG,1998,0.1583,0.4095,0.3993,0.1912,0.2433,0.5895,0.0404,0.4924,0.7483,1396.15,57813.3,14949.6,3651.03,3682.11,41.409,0.3824,1,,,,,,0.0755883,0.0499212,0.0938,2.25972,0.370007,,,0.11868,0.182358,,,
AFG,1999,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7484,1282.11,53090.7,13728.4,3352.79,3376.77,41.409,0.3824,1,,,,,,0.0773859,0.0511926,0.0944,2.32501,0.371064,,,0.11778,0.183903,,,
AFG,2000,0.1583,0.4095,0.3993,0.1912,0.2435,0.5896,0.0404,0.4924,0.7484,1205.98,49938.5,12913.2,3153.72,3160.19,41.409,0.3824,1,,,,,,0.0791835,0.0524639,0.095,2.3903,0.37212,,,0.11678,0.185582,,,
AFG,2001,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7484,1128.09,46712.8,12079.2,2950.02,2981.74,41.4089,0.3824,1,,,,,,0.080307,0.0532151,0.09458,2.46881,0.373307,,,0.11572,0.187412,,,
AFG,2002,0.1583,0.4095,0.3993,0.1912,0.2434,0.5895,0.0404,0.4924,0.7483,1581.64,65494.2,16935.7,4136.1,4188.83,41.409,0.3824,1,,,,,,0.0814306,0.0539663,0.09416,2.54732,0.374495,,,0.11618,0.189412,,,
AFG,2003,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7484,1782.31,73803.8,19084.4,4660.87,4751.81,41.4089,0.3824,1,,,,,,0.0825542,0.0547176,0.09374,2.62583,0.375682,0.0137435,,0.11454,0.1916,,,
AFG,2004,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7484,1755.83,72707.1,18800.8,4591.61,4670.67,41.4089,0.3824,1,,,,,,0.0836778,0.0554688,0.09332,2.70434,0.376869,0.0139064,,0.11285,0.193994,,,
AFG,2005,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7484,1817.77,75272.1,19464.1,4753.59,4826.51,41.409,0.3824,1,,,,,,0.0848014,0.05622,0.0929,2.78286,0.378056,,,0.11239,0.197059,,,
AFG,2006,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7484,1890.24,78272.8,20240,4943.09,4991.46,41.409,0.3824,1,,,,,,0.0854749,0.056693,0.09194,2.91762,0.378907,,,0.11093,0.201105,,,
AFG,2007,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7484,2289.57,94808.9,24516,5987.38,6026.16,41.409,0.3824,1,0.314,0.0259,0.331,0.0296,,0.0861485,0.057166,0.09098,3.05238,0.379757,,,0.11041,0.205907,,,
AFG,2008,0.1583,0.4095,0.3993,0.1912,0.2434,0.5896,0.0404,0.4924,0.7484,2173.48,90001.7,23272.9,5683.79,5728.25,41.409,0.3824,1,0.314,0.0251,0.331,0.0289,,0.086822,0.057639,0.09002,3.18714,0.380608,,,0.10852,0.211241,,,
AFG,2009,0.1499,0.3982,0.4035,0.1982,0.2417,0.588,0.0405,0.4803,0.7475,2390.41,90391.9,24014.7,6030.3,6122.33,37.8143,0.3964,0,0.315,0.0254,0.332,0.0292,,0.0874956,0.058112,0.08906,3.3219,0.381459,0.0393816,,0.10794,0.216885,,,
AFG,2010,0.1475,0.3948,0.4066,0.1986,0.2412,0.5875,0.0405,0.4792,0.7472,2441.35,90654.2,24265.8,6146.41,6218.95,37.1328,0.3972,0,0.316,0.0257,0.333,0.0294,,0.0881691,0.058585,0.0881,3.45666,0.38231,,,0.10667,0.222615,,,
AFG,2011,0.1397,0.3846,0.4096,0.2058,0.2399,0.5863,0.0406,0.4671,0.7466,2582.59,87678.4,24132.2,6274.51,6329.12,33.9499,0.4116,0,0.317,0.0257,0.334,0.0297,,0.0895971,0.0592959,0.0908,3.53983,0.386192,0.0368686,,0.10441,0.228206,,,
AFG,2012,0.1348,0.378,0.412,0.21,0.2391,0.5856,0.0406,0.4599,0.7462,2768.01,88823.9,24913.6,6590.5,6648.08,32.0895,0.42,0,0.318,0.0257,0.335,0.0297,,0.0910251,0.0600067,0.0935,3.62299,0.390075,,,0.10393,0.233434,,,
AFG,2013,0.1374,0.3826,0.4099,0.2075,0.2397,0.5862,0.0406,0.4645,0.7465,2795.04,92563,25767.4,6735.03,6800.09,33.1169,0.415,0,0.318,0.0267,0.335,0.0309,,0.0924531,0.0607175,0.0962,3.70616,0.393957,,,0.10224,0.238077,,,
AFG,2014,0.1393,0.3861,0.4078,0.206,0.2401,0.5865,0.0406,0.4675,0.7468,2715.16,91794.6,25447.4,6590.2,6654.68,33.8082,0.412,0,0.318,0.0277,0.335,0.0321,,0.0938811,0.0614284,0.0989,3.78932,0.39784,0.0839764,,0.10086,0.24191,,,
AFG,2015,0.1401,0.3885,0.4058,0.2058,0.2405,0.5869,0.0406,0.4685,0.7469,2574.66,87662.9,24299.2,6255.25,6331.66,34.0483,0.4116,0,0.318,0.0285,0.335,0.0331,,0.0953091,0.0621392,0.1016,3.87248,0.401722,,,0.12495,0.244649,,,
AFG,2016,0.1433,0.3937,0.4036,0.2028,0.2411,0.5875,0.0405,0.474,0.7472,2489.84,87954,24165.1,6138.65,6220.4,35.3252,0.4056,0,0.318,0.0292,0.335,0.034,,,,,,,,,0.14902,0.246588,,,
AFG,2017,0.1469,0.3994,0.4014,0.1992,0.2419,0.5882,0.0405,0.4803,0.7476,2408.76,88813,24150.2,6046.07,6116.76,36.8709,0.3984,1,0.318,0.0302,0.335,0.0346,,,,,,,,,0.17303,0.248353,,,
AFG,2018,0.1469,0.3994,0.4014,0.1992,0.2419,0.5882,0.0405,0.4803,0.7476,2354.62,86817.1,23607.4,5910.19,5972.65,36.8709,0.3984,1,,,,,,,,,,,0.0999592,,0.17292,0.249992,,,
AFG,2019,0.1469,0.3994,0.4014,0.1992,0.2419,0.5882,0.0405,0.4803,0.7476,2499.75,92168.1,25062.5,6274.47,6310.64,36.8709,0.3984,1,,,,,,,,,,,,,0.17339,0.251437,,,
AGO,1950,,,,,,,,,,,,,,15791.7,,,,,,,,,,,,,,,,,,,,
AGO,1951,,,,,,,,,,,,,,16126.1,,,,,,,,,,,,,,,,,,,,
AGO,1952,,,,,,,,,,,,,,16500.7,,,,,,,,,,,,,,,,,,,,
AGO,1953,,,,,,,,,,,,,,16879.7,,,,,,,,,,,,,,,,,,,,
AGO,1954,,,,,,,,,,,,,,16092.1,,,,,,,,,,,,,,,,,,,,
AGO,1955,,,,,,,,,,,,,,17220.9,,,,,,,,,,,,,,,,,,,,
AGO,1956,,,,,,,,,,,,,,16560.8,,,,,,,,,,,,,,,,,,,,
AGO,1957,,,,,,,,,,,,,,17990.4,,,,,,,,,,,,,,,,,,,,
AGO,1958,,,,,,,,,,,,,,18711.6,,,,,,,,,,,,,,,,,,,,
AGO,1959,,,,,,,,,,,,,,18486.5,,,,,,,,,,,,,,,,,,,,
AGO,1960,,,,,,,,,,,,,,19007.1,,,,,,,,,,,,,,,,,0.103871,,,
AGO,1961,,,,,,,,,,,,,,20967.4,,,,,,,,,,,,,,,,,0.108105,,,
AGO,1962,,,,,,,,,,,,,,20151.3,,,,,,,,,,,,,,,,,0.112071,,,
AGO,1963,,,,,,,,,,,,,,21193.1,,,,,,,,,,,,,,,,,0.115817,,,
AGO,1964,,,,,,,,,,,,,,23766.6,,,,,,,,,,,,,,,,,0.119452,,,
AGO,1965,,,,,,,,,,,,,,25653.2,,,,,,,,,,,,,,,,,0.123081,,,
AGO,1966,,,,,,,,,,,,,,26954.6,,,,,,,,,,,,,,,,,0.126811,,,
AGO,1967,,,,,,,,,,,,,,28228.6,,,,,,,,,,,,,,,,,0.130749,,,
AGO,1968,,,,,,,,,,,,,,27647.1,,,,,,,,,,,,,,,,,0.135001,,,
AGO,1969,,,,,,,,,,,,,,28583.5,,,,,,,,,,,,,,,,,0.139674,,,
