iso3,year,wpp_projection,pop_wpp,share_0_14,share_15_24,share_15_29,share_15_64,share_65p,youth_bulge_15_24_adult,youth_bulge_15_29_adult,male_share_15_29,dependency_ratio,median_age,tfr,life_expectancy,net_migration,crude_birth_rate,crude_death_rate,pop_growth,net_migration_rate,pop_wpp_lo80,pop_wpp_hi80,pop_wpp_low_var,pop_wpp_high_var,urban_share,urban_share_imputed,urban_pop_growth,creg_ethfrac,creg_ethpol,creg_relfrac,creg_relpol,hief_efindex,epr_excluded_share,epr_discriminated_share,epr_monopoly_dominant,epr_n_groups,epr_largest_group,v2stfisccap,v2svstterr,v2clrspct,v2stcritrecadm,v2x_rule,v2cacamps,v2pepwrsoc,v2xpe_exlsocgr,v2exl_legit_nationalist,rivalries_active,rivalries_spatial,rivalry_years_cum,trust_wvs,trust_wvs_interp,trust_wvs_mean,al_ethnic,al_language,al_religion,colonial_ruler,indep_year,indep_violent,former_colony,rugged,log_mountainous,years_since_indep,state_age,state_capacity_index,cohesion_index,asabiya_proxy
CUB,1960,0,7.3118,0.360929,0.183558,0.2593,0.596207,0.0428636,0.287226,0.405746,0.131467,0.677269,22.4138,4.12872,63.3157,-0.025396,0.032789,0.008913,0.02037,-0.003509,,,,,0.577107,0,0.0553579,0.450577,0.719799,0.548274,0.924807,0.451,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,0.714,1,0,2,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,58,59,-0.26197,0.325284,0.511524
CUB,1961,0,7.46244,0.363042,0.181795,0.257878,0.593998,0.0429595,0.285411,0.404859,0.13085,0.683507,22.3894,4.26514,63.7433,-0.033163,0.033668,0.008786,0.02039,-0.004489,,,,,0.578935,0,0.0235546,0.450789,0.720031,0.54898,0.9253,0.451,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,0.714,1,0,3,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,59,60,-0.26197,0.325284,0.511524
CUB,1962,0,7.61976,0.365974,0.179488,0.256026,0.590846,0.0431802,0.283093,0.40381,0.130014,0.692489,22.326,4.42057,64.3743,-0.039116,0.03462,0.008573,0.02086,-0.005187,,,,,0.580949,0,0.0243363,0.451003,0.720264,0.54969,0.92577,0.451,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,0.857,1,0,4,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,60,61,-0.26197,0.325284,0.511524
CUB,1963,0,7.78356,0.369292,0.177149,0.253996,0.587134,0.0435736,0.280873,0.402716,0.129083,0.703188,22.2294,4.55925,64.3467,-0.041979,0.035367,0.008647,0.02127,-0.005451,,,,,0.583142,0,0.0250371,0.451219,0.7205,0.550401,0.926215,0.451,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,5,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,61,62,-0.26197,0.325284,0.511524
CUB,1964,0,7.94848,0.371862,0.175623,0.252408,0.583905,0.0442329,0.279593,0.401835,0.128341,0.712607,22.1298,4.5285,65.2636,-0.044406,0.034861,0.008251,0.02097,-0.005645,,,,,0.585503,0,0.0250068,0.451437,0.720738,0.551116,0.926636,0.451,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,6,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,62,63,-0.26197,0.325284,0.511524
CUB,1965,0,8.11312,0.374075,0.174504,0.250968,0.580852,0.0450737,0.278794,0.400955,0.127651,0.72161,22.0278,4.50386,65.6364,-0.046683,0.034401,0.008087,0.0205,-0.005813,,,,,0.588023,0,0.0247967,0.451657,0.720979,0.551833,0.927031,0.452,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,7,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,63,64,-0.26197,0.323423,0.511186
CUB,1966,0,8.27378,0.37615,0.173293,0.24918,0.577659,0.0461912,0.27778,0.399423,0.126781,0.731125,21.941,4.39793,66.0738,-0.048509,0.0334,0.00787,0.01961,-0.00592,,,,,0.590692,0,0.0241378,0.45188,0.721222,0.552554,0.9274,0.452,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,8,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,64,65,-0.26197,0.323423,0.511186
CUB,1967,0,8.43147,0.377738,0.172361,0.247466,0.574728,0.0475335,0.276992,0.397688,0.125941,0.739953,21.8666,4.29431,66.5145,-0.049556,0.032467,0.007655,0.01888,-0.005933,,,,,0.5935,0,0.0236225,0.452104,0.721468,0.55328,0.927742,0.452,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,9,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,65,66,-0.26197,0.323423,0.511186
CUB,1968,0,8.58757,0.378848,0.171723,0.245989,0.572199,0.0489528,0.276458,0.396021,0.125214,0.747644,21.8018,4.19407,66.9439,-0.049387,0.031606,0.007458,0.01835,-0.005804,,,,,0.596439,0,0.0232836,0.452331,0.721715,0.554009,0.928057,0.452,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,10,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,66,67,-0.26197,0.323423,0.511186
CUB,1969,0,8.74571,0.379626,0.171353,0.24486,0.570071,0.0503029,0.276209,0.394697,0.124658,0.754167,21.7419,4.12433,67.3576,-0.047446,0.031007,0.007286,0.01825,-0.005475,,,,,0.599497,0,0.0233611,0.45256,0.721966,0.554743,0.928344,0.453,0,0,0,0,0.641,-0.016,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,11,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,67,68,-0.26197,0.321561,0.510847
CUB,1970,0,8.90306,0.379774,0.171294,0.244119,0.568543,0.0516838,0.276179,0.393597,0.124295,0.758883,21.7246,3.98079,67.9354,-0.044466,0.0299,0.007029,0.01783,-0.005039,,,,,0.602612,0,0.0230139,0.452792,0.722218,0.555481,0.928603,0.453,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,12,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,68,69,-0.424985,0.321561,0.481187
CUB,1971,0,9.05511,0.378895,0.171426,0.243843,0.567448,0.0536567,0.276002,0.392595,0.124028,0.762276,21.8029,3.79897,68.4318,-0.043056,0.028549,0.00682,0.01693,-0.004795,,,,,0.606689,0,0.0236789,0.453751,0.722487,0.556225,0.928831,0.454,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,13,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,69,70,-0.424985,0.3197,0.480849
CUB,1972,0,9.19267,0.377234,0.17162,0.24381,0.567117,0.0556489,0.275577,0.391495,0.123874,0.763304,21.9341,3.61188,68.9491,-0.050031,0.027234,0.006674,0.01508,-0.005484,,,,,0.612792,0,0.0250859,0.455314,0.722772,0.556975,0.92903,0.455,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,14,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,70,71,-0.424985,0.317839,0.480511
CUB,1973,0,9.31799,0.374811,0.171745,0.244052,0.567479,0.0577104,0.274708,0.390364,0.12386,0.76218,22.0957,3.40181,69.3475,-0.052073,0.025759,0.006593,0.01354,-0.005626,,,,,0.620566,0,0.0261464,0.456874,0.72306,0.557731,0.929198,0.457,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,15,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,71,72,-0.424985,0.314117,0.479836
CUB,1974,0,9.43038,0.371112,0.172087,0.24505,0.568999,0.0598892,0.273638,0.389657,0.124246,0.757474,22.3003,3.16372,69.8674,-0.052697,0.024082,0.00647,0.01199,-0.005622,,,,,0.629562,0,0.0263819,0.458431,0.723351,0.558493,0.929334,0.458,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,16,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,72,73,-0.424985,0.312256,0.479498
CUB,1975,0,9.52907,0.365761,0.173333,0.247121,0.572052,0.0621864,0.273293,0.389634,0.125201,0.748091,22.5455,2.82438,70.3749,-0.046268,0.021647,0.006355,0.01041,-0.004881,,,,,0.639331,0,0.0258094,0.459987,0.723646,0.559263,0.929437,0.46,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.169,-0.075,0.958,0.188,1,1,0,17,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,73,74,-0.424985,0.308533,0.478823
CUB,1976,0,9.61341,0.358444,0.17603,0.250516,0.576939,0.0646178,0.27438,0.390481,0.126851,0.733286,22.8289,2.50568,70.8779,-0.041042,0.01937,0.00627,0.00881,-0.004288,,,,,0.649425,0,0.0244754,0.461539,0.723944,0.560039,0.929507,0.462,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.18,-0.075,0.958,0.188,1,1,0,18,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,74,75,-0.424985,0.304811,0.478148
CUB,1977,0,9.68347,0.349025,0.180195,0.255343,0.583848,0.0671276,0.276808,0.392247,0.129256,0.712775,23.1484,2.2093,71.4113,-0.036811,0.017292,0.006215,0.00726,-0.003815,,,,,0.659393,0,0.0224942,0.46309,0.724245,0.560824,0.929543,0.463,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.18,-0.075,0.958,0.188,1,1,0,19,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,75,76,-0.424985,0.30295,0.47781
CUB,1978,0,9.74049,0.337779,0.185738,0.261265,0.592572,0.0696483,0.280478,0.394529,0.132254,0.687558,23.4954,1.8841,71.8899,-0.029839,0.015132,0.006188,0.00587,-0.003072,,,,,0.668787,0,0.020018,0.464637,0.72455,0.561616,0.929543,0.465,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.019,0.18,-0.075,0.958,0.188,1,1,0,20,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,76,77,-0.424985,0.299228,0.477135
CUB,1979,0,9.78622,0.325357,0.192205,0.267705,0.602499,0.072144,0.284899,0.396809,0.135554,0.659753,23.8604,1.77093,72.272,-0.035473,0.014567,0.006251,0.00468,-0.003633,,,,,0.677159,0,0.0171238,0.466182,0.724858,0.562418,0.929508,0.466,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.075,0.958,0.188,1,1,0,21,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,77,78,-0.424985,0.297367,0.476798
CUB,1980,0,9.82337,0.312227,0.199422,0.274537,0.613184,0.0745894,0.289953,0.399168,0.139096,0.630832,24.2337,1.63694,72.6027,-0.037114,0.013889,0.006314,0.00379,-0.003785,,,,,0.684059,0,0.0139269,0.467725,0.725168,0.563228,0.929436,0.468,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.075,0.958,0.188,1,1,0,22,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,78,79,-0.424985,0.293644,0.476124
CUB,1981,0,9.87527,0.29853,0.207351,0.28216,0.625573,0.075897,0.295595,0.402241,0.143159,0.598535,24.6176,1.59114,72.9963,-0.022159,0.013897,0.006377,0.00527,-0.00225,,,,,0.689207,0,0.0127674,0.469265,0.725482,0.564048,0.929326,0.469,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.075,0.958,0.188,1,1,0,23,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,79,80,-0.424985,0.291783,0.475786
CUB,1982,0,9.95009,0.286806,0.214141,0.288643,0.636074,0.07712,0.300256,0.404719,0.146657,0.572144,24.9404,1.77619,73.4393,-0.021055,0.015927,0.006256,0.00755,-0.002124,,,,,0.695234,0,0.0162545,0.470802,0.725798,0.564878,0.929177,0.471,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.075,0.958,0.188,1,1,0,24,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,80,81,-0.424985,0.288061,0.475112
CUB,1983,0,10.032,0.276093,0.21979,0.294556,0.645581,0.078326,0.303616,0.406898,0.149882,0.548991,25.2621,1.80108,73.564,-0.019994,0.016498,0.006303,0.00819,-0.002001,,,,,0.702599,0,0.0187316,0.472337,0.726118,0.565719,0.928988,0.472,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,25,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,81,82,-0.424985,0.2862,0.474775
CUB,1984,0,10.1146,0.265909,0.224148,0.300213,0.654614,0.0794776,0.30534,0.408958,0.152984,0.527618,25.5982,1.77388,73.5515,-0.018994,0.016527,0.006434,0.00821,-0.001886,,,,,0.708201,0,0.0161499,0.473869,0.72644,0.566571,0.928759,0.474,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,26,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,82,83,-0.424985,0.282477,0.474101
CUB,1985,0,10.1998,0.256272,0.226925,0.305703,0.663235,0.0804928,0.305119,0.411042,0.155986,0.507761,25.9389,1.77245,73.4641,-0.018048,0.016744,0.006581,0.00839,-0.001777,,,,,0.710719,0,0.0119348,0.475398,0.726766,0.567434,0.928487,0.475,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,27,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,83,84,-0.424985,0.280616,0.473764
CUB,1986,0,10.2887,0.247249,0.227839,0.310861,0.671375,0.0813766,0.302674,0.412966,0.158803,0.489482,26.3126,1.77931,73.5578,-0.017146,0.016994,0.006647,0.00867,-0.001674,,,,,0.715774,0,0.015762,0.476925,0.727093,0.56831,0.928173,0.477,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,28,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,84,85,-0.424985,0.276894,0.473091
CUB,1987,0,10.382,0.239415,0.226528,0.314944,0.67848,0.0821051,0.297833,0.414081,0.161041,0.473884,26.6957,1.79952,73.5956,-0.01629,0.017339,0.006733,0.00903,-0.001576,,,,,0.721459,0,0.0169413,0.478448,0.727424,0.569197,0.927815,0.478,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,29,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,85,86,-0.424985,0.275033,0.472754
CUB,1988,0,10.4832,0.233482,0.22282,0.317026,0.683799,0.0827194,0.290691,0.413593,0.16222,0.462419,27.0807,1.85282,73.7243,-0.015474,0.017968,0.006789,0.0097,-0.001483,,,,,0.726781,0,0.017046,0.479969,0.727757,0.570098,0.927412,0.48,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,30,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,86,87,-0.424985,0.271311,0.472081
CUB,1989,0,10.5833,0.229244,0.21708,0.316657,0.687447,0.0833081,0.281645,0.41084,0.162116,0.454657,27.4977,1.83198,73.6899,-0.014705,0.017847,0.006942,0.00951,-0.001396,,,,,0.732534,0,0.0173931,0.481487,0.728093,0.571013,0.926962,0.481,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,31,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,87,88,-0.424985,0.269449,0.471744
CUB,1990,0,10.6803,0.226556,0.209681,0.313501,0.689485,0.0839594,0.2711,0.405331,0.160577,0.450358,27.9243,1.80586,73.8228,-0.015438,0.017552,0.006982,0.00912,-0.001452,,,,,0.73728,0,0.015577,0.483002,0.728431,0.571941,0.926465,0.483,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,32,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,88,89,-0.424985,0.265727,0.471071
CUB,1991,0,10.755,0.224387,0.20139,0.307914,0.691005,0.0846085,0.259652,0.396994,0.157806,0.447168,28.4029,1.66265,73.7566,-0.020665,0.016071,0.00717,0.00697,-0.001928,,,,,0.741449,0,0.012611,0.484514,0.728772,0.572884,0.92592,0.485,0,0,0,0,0.641,-0.665,0.987,-1.266,-1.568,0.18,-0.461,0.958,0.188,1,1,0,33,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,89,90,-0.424985,0.262005,0.470398
CUB,1992,0,10.8166,0.222809,0.19246,0.300057,0.691906,0.0852848,0.247635,0.386079,0.153874,0.445283,28.9027,1.56227,73.8464,-0.021867,0.014993,0.007255,0.00571,-0.002027,,,,,0.744141,0,0.0093351,0.486023,0.729115,0.573843,0.925325,0.486,0,0,0,0,0.641,-0.258,0.987,-1.266,-1.568,0.145,-0.461,0.958,0.201,1,1,0,34,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,90,91,-0.322755,0.260144,0.488603
CUB,1993,0,10.8655,0.221708,0.18306,0.290485,0.692315,0.0859768,0.235207,0.373235,0.149047,0.444429,29.428,1.48895,73.8735,-0.024358,0.014134,0.00738,0.00451,-0.002247,,,,,0.744949,0,0.00559255,0.487529,0.72946,0.574816,0.924679,0.488,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,35,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,91,92,-0.369411,0.256422,0.479451
CUB,1994,0,10.9066,0.221254,0.172756,0.27886,0.691153,0.087593,0.221839,0.358088,0.142983,0.446857,29.9947,1.46656,74.0922,-0.027501,0.013655,0.007353,0.00378,-0.002526,,,,,0.745084,0,0.00395877,0.489032,0.729808,0.575806,0.923982,0.489,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,36,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,92,93,-0.369411,0.25456,0.479113
CUB,1995,0,10.9441,0.221116,0.16241,0.266759,0.689593,0.0892911,0.208516,0.342489,0.136715,0.450132,30.5686,1.48062,74.3461,-0.029235,0.013488,0.007373,0.00344,-0.002676,,,,,0.745832,0,0.00444208,0.490532,0.730158,0.576812,0.923231,0.491,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,37,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,93,94,-0.369411,0.250838,0.478438
CUB,1996,0,10.9799,0.220957,0.152263,0.255009,0.687956,0.0910869,0.195449,0.327337,0.13063,0.453582,31.143,1.45683,74.6904,-0.026105,0.012975,0.007334,0.00326,-0.002381,,,,,0.74784,0,0.00594803,0.49203,0.73051,0.577835,0.922426,0.492,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,38,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,94,95,-0.369411,0.248977,0.478101
CUB,1997,0,11.016,0.219195,0.144381,0.245525,0.687821,0.0929843,0.184913,0.314451,0.125744,0.453867,31.7123,1.5898,75.0636,-0.035712,0.013793,0.007262,0.00328,-0.003247,,,,,0.750676,0,0.00706931,0.493523,0.730864,0.578875,0.921566,0.494,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,39,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,95,96,-0.369411,0.245255,0.477426
CUB,1998,0,11.0534,0.21683,0.138537,0.237397,0.688179,0.0949913,0.176893,0.303123,0.121589,0.453111,32.2744,1.61693,75.4123,-0.033863,0.013674,0.007214,0.00339,-0.003069,,,,,0.7531,0,0.00661608,0.495014,0.73122,0.579933,0.920649,0.495,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,40,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,96,97,-0.369411,0.243394,0.477088
CUB,1999,0,11.091,0.214135,0.134846,0.230154,0.688806,0.0970594,0.171589,0.292868,0.117925,0.451788,32.827,1.64033,75.7191,-0.031456,0.013475,0.007237,0.0034,-0.002841,,,,,0.753817,0,0.0043472,0.496501,0.731578,0.581009,0.919674,0.497,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,41,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,97,98,-0.369411,0.239671,0.476414
CUB,2000,0,11.1272,0.211095,0.132971,0.223451,0.689595,0.0993104,0.168552,0.283242,0.114554,0.450127,33.3666,1.60766,75.9224,-0.02498,0.012857,0.007354,0.00325,-0.002249,,,,,0.756354,0,0.00661443,0.497986,0.731938,0.582103,0.91864,0.498,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,42,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,98,99,-0.369411,0.23781,0.476076
CUB,2001,0,11.1611,0.207858,0.132335,0.216853,0.690144,0.101998,0.16706,0.273756,0.111227,0.448973,33.9006,1.5948,76.4287,-0.023442,0.012424,0.00728,0.00304,-0.002104,,,,,0.758876,0,0.00636988,0.499467,0.7323,0.583216,0.917547,0.499,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,43,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,99,100,-0.369411,0.235949,0.475739
CUB,2002,0,11.1938,0.20436,0.133104,0.210928,0.690806,0.104833,0.167292,0.265104,0.108203,0.447584,34.4183,1.64508,76.7655,-0.025535,0.012534,0.007326,0.00292,-0.002285,,,,,0.758515,0,0.00244825,0.500944,0.732664,0.584348,0.916392,0.501,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.144,-0.461,0.958,0.201,1,1,0,44,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,100,101,-0.369411,0.232227,0.475065
CUB,2003,0,11.225,0.20035,0.135521,0.206974,0.692347,0.107304,0.169476,0.258831,0.106152,0.444363,34.9238,1.62697,77.4048,-0.024916,0.012114,0.007103,0.00279,-0.002223,,,,,0.758637,0,0.00294843,0.502419,0.733029,0.585499,0.915176,0.502,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.135,-0.461,0.958,0.201,1,1,0,45,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,101,102,-0.369411,0.230366,0.474728
CUB,2004,0,11.2525,0.195841,0.138893,0.20512,0.694107,0.110052,0.172718,0.255074,0.105212,0.4407,35.4317,1.54555,77.3261,-0.016776,0.011262,0.007324,0.00245,-0.001493,,,,,0.759177,0,0.00315814,0.50389,0.733396,0.58667,0.913896,0.504,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.135,-0.461,0.958,0.201,1,1,0,46,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,102,103,-0.369411,0.226643,0.474054
CUB,2005,0,11.2726,0.1912,0.142404,0.204421,0.695757,0.113043,0.176068,0.252746,0.104877,0.437283,35.9448,1.48599,77.5401,-0.016561,0.010619,0.007364,0.00178,-0.00147,,,,,0.760033,0,0.00291242,0.505358,0.733765,0.58786,0.912552,0.505,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.135,-0.461,0.958,0.201,1,1,0,47,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,103,104,-0.369411,0.224782,0.473717
CUB,2006,0,11.2845,0.186912,0.14511,0.20402,0.69722,0.115868,0.178467,0.25092,0.104716,0.434268,36.4688,1.40187,77.4055,-0.012619,0.009874,0.007701,0.00105,-0.001119,,,,,0.761122,0,0.00248507,0.506822,0.734135,0.58907,0.911144,0.507,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.135,-0.461,0.958,0.201,1,1,0,48,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,104,105,-0.369411,0.22106,0.473044
CUB,2007,0,11.29,0.183313,0.145844,0.204178,0.697726,0.118961,0.17858,0.250008,0.104785,0.433228,36.99,1.43629,77.5503,-0.01905,0.010021,0.00784,0.00049,-0.001688,,,,,0.762357,0,0.00211366,0.508283,0.734507,0.5903,0.90967,0.508,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.135,-0.461,0.958,0.201,1,1,0,49,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,105,106,-0.369411,0.219199,0.472707
CUB,2008,0,11.2935,0.180445,0.145294,0.205004,0.69753,0.122025,0.177284,0.250141,0.105205,0.43363,37.5132,1.57625,77.5891,-0.029427,0.010911,0.008002,0.0003,-0.002606,,,,,0.763655,0,0.0020042,0.50974,0.73488,0.591549,0.908129,0.51,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.138,-0.461,0.958,0.201,1,1,0,50,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,106,107,-0.369411,0.215476,0.472034
CUB,2009,0,11.296,0.178253,0.143974,0.205815,0.696831,0.124916,0.175205,0.25046,0.105567,0.435069,38.0231,1.67775,77.5835,-0.035063,0.011536,0.008212,0.00022,-0.003104,,,,,0.76493,0,0.00188959,0.511194,0.735255,0.592817,0.906521,0.511,0,0,0,0,0.641,-0.258,0.987,-1.479,-1.568,0.138,-0.461,0.958,0.201,1,1,0,51,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,107,108,-0.369411,0.213615,0.471697
CUB,2010,0,11.2989,0.176181,0.141962,0.206936,0.695961,0.127859,0.172322,0.251191,0.106089,0.436863,38.5237,1.67292,77.8757,-0.034121,0.011428,0.008151,0.00026,-0.00302,,,,,0.766099,0,0.00178256,0.512645,0.735631,0.594105,0.904846,0.513,0,0,0,0,0.641,-0.044,0.987,-1.479,-1.568,0.138,-0.461,0.958,0.201,1,1,0,52,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,108,109,-0.315659,0.209893,0.480762
CUB,2011,0,11.3043,0.174164,0.14017,0.208048,0.694876,0.13096,0.169731,0.251925,0.106659,0.439105,39.0151,1.73426,78.0506,-0.035313,0.011771,0.008165,0.00048,-0.003125,,,,,0.767077,0,0.00175613,0.514091,0.736009,0.595412,0.903103,0.514,0,0,0,0,0.641,-0.044,0.987,-1.479,-1.568,0.138,-0.461,0.958,0.201,1,1,0,53,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,109,110,-0.315659,0.208032,0.480424
CUB,2012,0,11.3021,0.172157,0.137526,0.206617,0.693376,0.134467,0.166125,0.249585,0.10601,0.44222,39.5209,1.66821,78.1618,-0.036101,0.011241,0.008245,-0.0002,-0.003194,,,,,0.767777,0,0.000715481,0.515535,0.736387,0.596737,0.901291,0.516,0,0,0,0,0.641,-0.044,0.987,-1.479,-1.568,0.138,-0.461,0.958,0.201,1,1,0,54,,,,0.5908,0,0.5059,ESP,1902,0,1,0.528,1.69411,110,111,-0.315659,0.20431,0.479748
