iso3,year,wpp_projection,pop_wpp,share_0_14,share_15_24,share_15_29,share_15_64,share_65p,youth_bulge_15_24_adult,youth_bulge_15_29_adult,male_share_15_29,dependency_ratio,median_age,tfr,life_expectancy,net_migration,crude_birth_rate,crude_death_rate,pop_growth,net_migration_rate,pop_wpp_lo80,pop_wpp_hi80,pop_wpp_low_var,pop_wpp_high_var,urban_share,urban_share_imputed,urban_pop_growth,creg_ethfrac,creg_ethpol,creg_relfrac,creg_relpol,hief_efindex,epr_excluded_share,epr_discriminated_share,epr_monopoly_dominant,epr_n_groups,epr_largest_group,v2stfisccap,v2svstterr,v2clrspct,v2stcritrecadm,v2x_rule,v2cacamps,v2pepwrsoc,v2xpe_exlsocgr,v2exl_legit_nationalist,rivalries_active,rivalries_spatial,rivalry_years_cum,trust_wvs,trust_wvs_interp,trust_wvs_mean,al_ethnic,al_language,al_religion,colonial_ruler,indep_year,indep_violent,former_colony,rugged,log_mountainous,years_since_indep,state_age,state_capacity_index,cohesion_index,asabiya_proxy
ABW,1950,0,0.043282,0.411002,0.172728,0.240839,0.536366,0.0526316,0.293257,0.408897,0.114944,0.864398,19.7757,5.82681,57.9872,0,0.041571,0.016262,0.02546,0,,,,,0.539123,1,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1951,0,0.044434,0.417046,0.172908,0.240221,0.535986,0.0469685,0.296607,0.412076,0.114462,0.865721,19.4787,5.76114,58.7287,0,0.040896,0.014857,0.02627,0,,,,,0.543531,1,0.0344096,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1952,0,0.045624,0.421927,0.172848,0.239611,0.535924,0.0421489,0.299007,0.414499,0.114238,0.865936,19.2337,5.67808,59.4455,0,0.040129,0.013593,0.02643,0,,,,,0.547931,1,0.0344923,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1953,0,0.046867,0.425779,0.172787,0.2397,0.535899,0.0383212,0.300907,0.417435,0.114494,0.866022,19.0031,5.5585,60.1194,0,0.039126,0.012458,0.02688,0,,,,,0.552324,1,0.0348652,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1954,0,0.048121,0.42894,0.172731,0.240519,0.536024,0.0350367,0.302475,0.421179,0.115189,0.865589,18.794,5.42114,60.8166,0,0.03803,0.011396,0.0264,0,,,,,0.556709,1,0.0343123,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1955,0,0.049415,0.431367,0.172377,0.241101,0.535951,0.0326824,0.303142,0.424001,0.115694,0.865844,18.6506,5.27438,61.4522,0,0.036888,0.010467,0.02654,0,,,,,0.561085,1,0.034365,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1956,0,0.050712,0.432935,0.172227,0.241718,0.536264,0.0308014,0.303717,0.426261,0.116067,0.864755,18.5607,5.10755,62.0445,0,0.035625,0.00965,0.02591,0,,,,,0.565451,1,0.0336606,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1957,0,0.052018,0.432754,0.172671,0.242724,0.537525,0.0297205,0.304402,0.427898,0.116748,0.860377,18.5288,4.92564,62.6002,0,0.034306,0.00894,0.02543,0,,,,,0.569807,1,0.0331019,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1958,0,0.053318,0.430699,0.174725,0.245152,0.540418,0.0288833,0.306912,0.430619,0.118309,0.85042,18.5262,4.75939,63.1536,0,0.033119,0.008322,0.02468,0,,,,,0.574153,1,0.0322816,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1959,0,0.054645,0.427212,0.17815,0.248513,0.544258,0.0285296,0.311022,0.433866,0.120231,0.837363,18.5483,4.64877,63.6106,0,0.032343,0.007853,0.02458,0,,,,,0.578487,1,0.0321041,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1960,0,0.055199,0.423051,0.181869,0.252197,0.548361,0.0285875,0.315226,0.437121,0.12223,0.823615,18.6659,4.56665,64.0488,-0.000788,0.032043,0.007525,0.01009,-0.014348,,,,,0.590237,0,0.0301946,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1961,0,0.055958,0.420476,0.183459,0.253833,0.550699,0.0288252,0.316569,0.438003,0.122878,0.815875,18.7548,4.42159,64.2147,-0.000566,0.031225,0.007347,0.01366,-0.010184,,,,,0.590728,0,0.0144886,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1962,0,0.056682,0.416887,0.18542,0.255848,0.553897,0.0292156,0.317984,0.438763,0.123919,0.805389,18.9034,4.26178,64.602,-0.000601,0.030386,0.007066,0.01286,-0.010671,,,,,0.592123,0,0.0152135,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1963,0,0.057321,0.411786,0.188639,0.259224,0.558452,0.0297622,0.320699,0.440698,0.12594,0.790666,19.086,4.10709,64.9444,-0.00065,0.029635,0.006863,0.01121,-0.011403,,,,,0.594324,0,0.0149204,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1964,0,0.057917,0.405183,0.193,0.263998,0.564152,0.0306646,0.32447,0.443832,0.128822,0.772571,19.2899,3.94042,65.3026,-0.000682,0.028846,0.006689,0.01034,-0.011836,,,,,0.597233,0,0.015228,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1965,0,0.058463,0.398389,0.197544,0.268888,0.569899,0.0317124,0.328358,0.446946,0.131639,0.754697,19.4947,3.79737,65.6151,-0.000727,0.02824,0.006572,0.00938,-0.012494,,,,,0.600755,0,0.0152622,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1966,0,0.058926,0.391321,0.202118,0.273597,0.57562,0.0330584,0.33206,0.449494,0.134151,0.737256,19.719,3.62116,66.1264,-0.000762,0.027421,0.006384,0.00789,-0.012982,,,,,0.604791,0,0.014584,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1967,0,0.059055,0.387927,0.202134,0.274862,0.577309,0.0347642,0.330244,0.449068,0.1344,0.732174,19.907,3.45154,66.3849,-0.001066,0.026708,0.006348,0.00219,-0.018071,,,,,0.609244,0,0.00952299,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1968,0,0.059084,0.384622,0.201036,0.275015,0.578634,0.0367443,0.326687,0.446904,0.13408,0.728209,20.1223,3.27688,66.7436,-0.001128,0.025775,0.006263,0.00049,-0.019096,,,,,0.614017,0,0.00829497,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1969,0,0.05902,0.381074,0.200254,0.274822,0.579854,0.0390715,0.323551,0.444031,0.133531,0.724571,20.3227,3.11067,67.0981,-0.001165,0.024801,0.006186,-0.00108,-0.019728,,,,,0.619013,0,0.0070197,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1970,0,0.058881,0.376913,0.200897,0.274893,0.581648,0.0414395,0.322422,0.44118,0.13332,0.719254,20.4768,2.97286,67.4402,-0.001189,0.023957,0.006127,-0.00236,-0.020169,,,,,0.624135,0,0.00588155,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1971,0,0.05868,0.371677,0.20363,0.275971,0.584475,0.043848,0.324085,0.439219,0.133828,0.710937,20.5832,2.8615,67.7826,-0.001205,0.023239,0.006079,-0.00342,-0.0205,,,,,0.629284,0,0.00479755,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1972,0,0.059111,0.360508,0.210265,0.282705,0.593274,0.0462181,0.328801,0.442078,0.137724,0.685563,20.9428,2.75457,68.3349,-0.000548,0.022376,0.005902,0.00732,-0.009305,,,,,0.634365,0,0.0153594,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1973,0,0.05976,0.349197,0.215462,0.288722,0.602359,0.0484438,0.331071,0.443639,0.141365,0.660138,21.3719,2.65517,68.8617,-0.000308,0.021962,0.005786,0.01092,-0.005182,,,,,0.639279,0,0.0186368,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1974,0,0.060484,0.337924,0.220455,0.295037,0.611401,0.0506746,0.332975,0.445624,0.145245,0.635587,21.7998,2.573,69.2782,-0.00024,0.021687,0.00574,0.01204,-0.003992,,,,,0.64393,0,0.0192914,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1975,0,0.061141,0.326966,0.22435,0.300829,0.620304,0.0527306,0.333341,0.446974,0.148902,0.612113,22.2551,2.49873,69.5637,-0.000287,0.021488,0.00576,0.0108,-0.004719,,,,,0.648221,0,0.0174445,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1976,0,0.061401,0.315255,0.224638,0.304897,0.629469,0.055276,0.328061,0.445272,0.151561,0.588642,22.9091,2.432,69.8083,-0.000701,0.021402,0.005825,0.00424,-0.011441,,,,,0.652053,0,0.0101383,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1977,0,0.061621,0.305286,0.222505,0.306373,0.637088,0.0576265,0.320283,0.441005,0.152805,0.569642,23.566,2.37161,70.0538,-0.000728,0.021352,0.005906,0.00358,-0.011835,,,,,0.655331,0,0.00859013,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1978,0,0.061817,0.296795,0.218419,0.305693,0.643658,0.0595467,0.310605,0.434714,0.152757,0.55362,24.213,2.31178,70.2709,-0.000745,0.021173,0.006001,0.00318,-0.012071,,,,,0.657955,0,0.00717315,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1979,0,0.061975,0.289859,0.213086,0.302574,0.649117,0.0610246,0.300061,0.426075,0.15119,0.540555,24.8475,2.25662,70.5072,-0.000758,0.020898,0.006083,0.00255,-0.012246,,,,,0.659831,0,0.00539876,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1980,0,0.062103,0.284688,0.206415,0.296362,0.652786,0.0625252,0.288567,0.414312,0.14806,0.531894,25.4771,2.20278,70.7712,-0.000756,0.020498,0.006151,0.00206,-0.012186,,,,,0.660859,0,0.00362059,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1981,0,0.062429,0.281872,0.198353,0.289481,0.65351,0.0646174,0.276209,0.403105,0.144676,0.530198,26.0326,2.16068,71.3443,-0.000547,0.020043,0.006045,0.00524,-0.008785,,,,,0.660991,0,0.00543541,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1982,0,0.062875,0.27666,0.191141,0.284135,0.656111,0.0672286,0.264248,0.39281,0.141869,0.524132,26.6751,2.1415,71.4848,-0.000413,0.019807,0.006161,0.00712,-0.006592,,,,,0.660706,0,0.00668748,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1983,0,0.063318,0.272766,0.183455,0.277488,0.65828,0.0689535,0.252264,0.381567,0.138713,0.519109,27.2909,2.14789,71.606,-0.000405,0.019909,0.006482,0.00702,-0.006419,,,,,0.660149,0,0.00617744,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1984,0,0.063621,0.268323,0.174722,0.270005,0.661433,0.0702441,0.238797,0.369023,0.135333,0.51187,27.98,2.16957,71.7107,-0.000535,0.020044,0.00677,0.00477,-0.008429,,,,,0.659394,0,0.0036288,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1985,0,0.063702,0.262786,0.163778,0.261216,0.665803,0.0714106,0.222158,0.354329,0.131205,0.501945,28.7792,2.18837,71.7918,-0.000751,0.02009,0.007127,0.00127,-0.011797,,,,,0.658504,0,-7.68384e-05,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1986,0,0.063541,0.25615,0.151272,0.25061,0.670905,0.072945,0.203364,0.336909,0.125635,0.490523,29.6652,2.2124,71.8306,-0.000954,0.020132,0.007574,-0.00253,-0.014995,,,,,0.657547,0,-0.00398594,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1987,0,0.063275,0.249577,0.137527,0.238341,0.675512,0.0749111,0.183266,0.317608,0.118878,0.480359,30.5765,2.24279,72.4476,-0.001052,0.020158,0.007705,-0.0042,-0.016591,,,,,0.656585,0,-0.00565817,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1988,0,0.063132,0.245359,0.124596,0.225147,0.678246,0.0763955,0.165106,0.29835,0.111734,0.474392,31.3912,2.27264,72.5187,-0.000905,0.020046,0.008181,-0.00226,-0.014319,,,,,0.655685,0,-0.00363445,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1989,0,0.063648,0.24824,0.117129,0.21333,0.677178,0.0745821,0.155806,0.283774,0.105926,0.476717,31.8474,2.30628,72.5308,-0.000185,0.019715,0.008522,0.00814,-0.002918,,,,,0.654911,0,0.00695889,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1990,0,0.065218,0.25953,0.118725,0.205189,0.670704,0.069766,0.160337,0.277106,0.102809,0.49097,31.7973,2.34457,72.546,0.000879,0.019094,0.008358,0.02437,0.013642,,,,,0.654328,0,0.0234769,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1991,0,0.067868,0.276375,0.130076,0.203351,0.660724,0.0629015,0.179756,0.281016,0.103569,0.513492,31.1613,2.3624,72.5921,0.001949,0.018053,0.007621,0.03983,0.029289,,,,,0.654009,0,0.0393416,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1992,0,0.069879,0.274374,0.132415,0.201448,0.663433,0.0621932,0.182483,0.27762,0.102406,0.507312,31.405,2.35304,72.7174,0.001294,0.016954,0.0065,0.0292,0.018788,,,,,0.653906,0,0.0290425,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1993,0,0.072264,0.271726,0.135088,0.201027,0.666113,0.062161,0.185491,0.276032,0.10189,0.501246,31.6243,2.33064,72.7767,0.00166,0.016644,0.006451,0.03356,0.023357,,,,,0.653845,0,0.0334673,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1994,0,0.074652,0.268446,0.137974,0.201897,0.669024,0.0625301,0.188603,0.275983,0.101993,0.494714,31.834,2.29832,72.796,0.001664,0.016345,0.00643,0.03251,0.022652,,,,,0.6538,0,0.0324437,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1995,0,0.077184,0.258836,0.140301,0.206973,0.678081,0.063083,0.189298,0.279254,0.103635,0.47475,32.1218,2.28778,72.8322,0.001782,0.01625,0.006405,0.03335,0.023473,,,,,0.653767,0,0.0333037,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1996,0,0.07978,0.250978,0.139145,0.209852,0.685385,0.0636375,0.185769,0.280168,0.104324,0.459034,32.4588,2.2325,72.8561,0.001813,0.016371,0.0064,0.03308,0.023101,,,,,0.653738,0,0.0330363,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1997,0,0.082433,0.244841,0.13565,0.209661,0.690464,0.064695,0.179631,0.277639,0.103575,0.448302,32.8528,2.13834,72.904,0.001867,0.016029,0.006377,0.03271,0.023019,,,,,0.653707,0,0.0326658,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1998,0,0.085121,0.239788,0.131519,0.206565,0.694564,0.0656477,0.173003,0.27172,0.101702,0.439752,33.2868,2.00083,72.9397,0.001958,0.015134,0.006358,0.03209,0.023372,,,,,0.653668,0,0.0320283,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,1999,0,0.087822,0.235693,0.127565,0.20143,0.697479,0.0668284,0.166903,0.263546,0.0985744,0.433735,33.7616,1.89747,72.8568,0.00201,0.014324,0.006427,0.03124,0.023245,,,,,0.653615,0,0.0311566,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2000,0,0.089701,0.233275,0.128616,0.198816,0.698008,0.0687172,0.167747,0.259306,0.0971004,0.432649,34.0383,1.84541,72.9393,0.001226,0.013849,0.006424,0.02117,0.013812,,,,,0.653545,0,0.0210638,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2001,0,0.090909,0.230065,0.128513,0.194491,0.698347,0.0715881,0.166914,0.252607,0.0952161,0.431954,34.5013,1.81336,73.0437,0.000566,0.013476,0.006446,0.01338,0.006268,,,,,0.653351,0,0.0130797,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2002,0,0.091848,0.22645,0.129682,0.191958,0.699493,0.0740571,0.167645,0.248153,0.0940902,0.429608,34.9566,1.80014,73.1355,0.000349,0.013128,0.006513,0.01028,0.003819,,,,,0.652821,0,0.00946381,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2003,0,0.092772,0.222707,0.131441,0.190941,0.70033,0.0769629,0.1691,0.245649,0.0934334,0.427899,35.4202,1.80831,73.2362,0.000329,0.012918,0.006593,0.01001,0.003564,,,,,0.651983,0,0.0087257,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2004,0,0.093653,0.21884,0.133098,0.191451,0.701291,0.0798693,0.170385,0.245086,0.0938037,0.425942,35.8642,1.81892,73.223,0.000326,0.01274,0.00676,0.00945,0.003497,,,,,0.650887,0,0.00776855,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2005,0,0.094807,0.216387,0.131636,0.189954,0.700877,0.0827365,0.167986,0.242408,0.0931155,0.426785,36.3089,1.84449,73.4152,0.000594,0.012688,0.006796,0.01225,0.006304,,,,,0.64958,0,0.0102378,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2006,0,0.095978,0.21483,0.129238,0.188054,0.699994,0.0851758,0.164599,0.239507,0.092417,0.428584,36.7475,1.86242,73.4984,0.000634,0.012662,0.006919,0.01228,0.006646,,,,,0.648113,0,0.010014,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2007,0,0.097196,0.21363,0.126878,0.185728,0.698702,0.0876682,0.161346,0.236184,0.0915778,0.431226,37.1718,1.88131,73.6421,0.000672,0.012593,0.007009,0.01261,0.006957,,,,,0.646533,0,0.0101697,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2008,0,0.098413,0.212248,0.125227,0.183502,0.697367,0.0903844,0.158968,0.232944,0.0908721,0.433965,37.5722,1.88946,73.7833,0.000703,0.012411,0.007117,0.01244,0.007188,,,,,0.644889,0,0.00989755,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2009,0,0.099638,0.210723,0.124701,0.181166,0.69602,0.0932576,0.157994,0.229534,0.0902868,0.436741,37.9564,1.87474,73.9738,0.000743,0.012046,0.007198,0.01237,0.007503,,,,,0.64323,0,0.00979492,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2010,0,0.100589,0.205331,0.129825,0.185358,0.698158,0.0965115,0.16337,0.233252,0.0933999,0.432341,38.265,1.85523,74.2973,0.000501,0.011676,0.007191,0.0095,0.005004,,,,,0.641613,0,0.00698242,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2011,0,0.101373,0.19954,0.13257,0.187831,0.699969,0.10049,0.165617,0.234654,0.0946603,0.428634,38.6704,1.85755,74.5776,0.000333,0.011654,0.007259,0.00776,0.003298,,,,,0.639993,0,0.00523523,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2012,0,0.102154,0.195362,0.133299,0.188921,0.699953,0.104685,0.165663,0.23479,0.09517,0.428667,39.0444,1.90735,74.8415,0.000317,0.012045,0.007371,0.00767,0.003115,,,,,0.638252,0,0.0049514,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2013,0,0.102961,0.192558,0.132225,0.188673,0.698274,0.109168,0.163758,0.233668,0.0949971,0.432102,39.3939,1.94418,75.0718,0.000315,0.012326,0.007513,0.00787,0.003071,,,,,0.636383,0,0.00493592,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2014,0,0.103784,0.190839,0.129567,0.18736,0.695309,0.113852,0.160125,0.231549,0.0943402,0.438208,39.7206,1.94434,75.261,0.000333,0.012343,0.007678,0.00796,0.003221,,,,,0.634393,0,0.00482899,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2015,0,0.104585,0.189855,0.125802,0.185227,0.691208,0.118937,0.155283,0.228635,0.0932543,0.446742,40.0261,1.89851,75.4054,0.000373,0.012031,0.00788,0.00769,0.00358,,,,,0.632288,0,0.004366,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2016,0,0.105368,0.189042,0.121754,0.182627,0.686651,0.124307,0.150136,0.225199,0.0919444,0.456345,40.3203,1.84847,75.5398,0.000405,0.01166,0.008088,0.00746,0.003858,,,,,0.630078,0,0.0039567,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2017,0,0.106093,0.187929,0.118226,0.179654,0.682062,0.130009,0.145586,0.221229,0.0904395,0.466142,40.6149,1.78526,75.6203,0.000434,0.011162,0.008341,0.00686,0.004105,,,,,0.627768,0,0.0031851,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2018,0,0.106771,0.18639,0.115668,0.176518,0.677422,0.136189,0.142166,0.216956,0.0888912,0.476185,40.9234,1.73165,75.8797,0.000431,0.010698,0.008428,0.00637,0.00405,,,,,0.625368,0,0.00253853,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2019,0,0.107381,0.184344,0.114452,0.173411,0.673024,0.142632,0.140319,0.212602,0.0874643,0.485831,41.2509,1.70115,76.0193,0.00042,0.010356,0.008639,0.0057,0.003922,,,,,0.622883,0,0.00171553,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2020,0,0.10742,0.180748,0.116952,0.17426,0.67035,0.148902,0.142755,0.212706,0.0882331,0.491758,41.5466,1.66193,75.4061,0,0.009987,0.009616,0.00036,0,,,,,0.620029,0,-0.0042292,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2021,0,0.107696,0.177267,0.120673,0.176887,0.66905,0.153683,0.146673,0.214999,0.090254,0.494657,41.6375,1.63083,73.655,0.000503,0.00969,0.011766,0.00257,0.004677,,,,,0.619275,0,0.00135006,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2022,0,0.107868,0.173629,0.123466,0.178125,0.666055,0.160316,0.149407,0.215551,0.0912411,0.501378,41.8968,1.61533,76.2258,0.000152,0.009575,0.00934,0.0016,0.00141,,,,,0.618812,0,0.000846784,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2023,0,0.108009,0.170078,0.125999,0.179559,0.662861,0.16706,0.15182,0.216357,0.0923164,0.508611,42.1428,1.60231,76.353,0.000147,0.009454,0.009576,0.00131,0.001362,,,,,0.618351,0,0.000562396,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2024,1,0.108122,0.166821,0.127754,0.181027,0.659117,0.174063,0.153333,0.217273,0.0932095,0.517182,42.3861,1.60599,76.5,0.000141,0.009458,0.009755,0.00105,0.001309,0.107483,0.108723,0.107964,0.108279,0.617909,0,0.000330448,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2025,1,0.108173,0.163562,0.12884,0.182818,0.655293,0.181145,0.154034,0.218568,0.094201,0.526035,42.6233,1.60498,76.6415,0.000111,0.009458,0.009997,0.00047,0.001029,0.106761,0.109521,0.107858,0.108488,0.617485,0,-0.000215081,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2026,1,0.108155,0.160261,0.129305,0.185058,0.651509,0.18823,0.153983,0.220376,0.0952707,0.534897,42.8494,1.60546,76.7846,7.3e-05,0.009477,0.010243,-0.00017,0.000677,0.105845,0.110375,0.107681,0.108626,0.614085,1,-0.00568786,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2027,1,0.108127,0.156954,0.129228,0.187585,0.647812,0.195233,0.153287,0.222509,0.0964514,0.543657,43.0656,1.60681,76.9308,7.6e-05,0.009503,0.010497,-0.00026,0.000707,0.104792,0.111235,0.107494,0.108758,0.612675,1,-0.00255763,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
ABW,2028,1,0.108045,0.153806,0.12877,0.189828,0.644195,0.201999,0.152176,0.224332,0.0974316,0.552326,43.2773,1.6068,77.0824,4.6e-05,0.009529,0.01075,-0.00076,0.000428,0.103613,0.112276,0.107254,0.108837,0.611263,1,-0.00306576,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0.3889,0.4107,,,,,,,,,,,
