iso3,recurso,q_1950_twh,q_2019_twh,reservas_twh,urr_proxy_twh,x_1950_proxy,x_2019_proxy,r_linealizacion,urr_linealizacion_twh,r2_linealizacion,r_condicional_urr_proxy,anio_pico_produccion,prod_pico_twh
JPN,coal,11499.274,21990.146,2389.965,24380.111,0.47166618724582504,0.9019707088290123,0.06500354320447665,22649.221680709536,0.920105754133847,0.019837125504716197,1941,434.201
KAZ,coal,4053.1187391972385,42886.02483503277,196465.59,239351.61483503276,0.016933743029019257,0.17917583244462718,0.06757120660436039,45285.21155511299,0.9168533300254915,0.024263114331497113,1982,761.3374237586116
KGZ,coal,63.303275123278226,580.0333540151258,,,,,0.07857970214100757,583.3524948657869,0.9066494839175463,,1982,11.89088094847791
KOR,coal,27.563000000000002,3890.596,483.5754000000001,4374.1714,0.006301307717388487,0.8894475419961824,0.12491905097642167,3938.8894335683067,0.871534127785883,0.06861755072101136,1979,148.231
MEX,coal,273.258,3017.801,7348.182900000001,10365.983900000001,0.026361028787629116,0.2911253798107867,0.043579976427077206,8928.767276474835,0.1830933743106422,0.04120165780282724,2011,108.967
MNG,coal,0.725,3121.36,,,,,,,,,2019,302.306
NLD,coal,2862.81,4644.325,,,,,0.10055445842267137,4698.904499450015,0.916898363722562,,1937,117.035
NOR,coal,61.944,514.735,,,,,,,,,2007,33.495
NZL,coal,682.746,2165.844,2295.0642000000003,4460.9082,0.15305089667615218,0.48551637982597357,0.027573078755931242,3694.8495513092566,0.4141229694825589,0.020641381261991453,2006,41.676
PAK,coal,10.115,834.961,7944.453,8779.414,0.0011521270098437094,0.09510441129669929,0.055009774430021446,1509.8354220731674,0.6887666355804265,0.041012714528281785,2019,36.696
PHL,coal,7.779,970.755,,,,,,,,,2016,78.168
POL,coal,14630.674,78723.691,34093.4613,112817.15230000002,0.12968483693946242,0.6977989551682736,0.047835489958578614,95888.41959437239,0.9047495021134059,0.038869082999347916,1987,1476.407
PRK,coal,501.243,12708.817000000001,3244.77,15953.587000000001,0.03141882762791841,0.7966118842113689,0.08887324333988646,12877.241502617058,0.7261732721677282,0.06699383600267264,1979,314.711
ROU,coal,275.96500000000003,5899.099,1148.2299,7047.3289,0.03915880809820016,0.8370687793498611,0.08890037112052702,6039.432235993777,0.920337774547656,0.05866653519882947,1989,162.953
