year,petroleo_precio_nominal_usd_bbl,deflactor_eeuu_2019,petroleo_precio_real_usd2019_bbl,jacks_beef,jacks_hides,jacks_lamb,jacks_pork,jacks_coal,jacks_natural_gas,jacks_petroleum,jacks_barley,jacks_corn,jacks_rice,jacks_rye,jacks_wheat,jacks_aluminum,jacks_chromium,jacks_copper,jacks_lead,jacks_manganese,jacks_nickel,jacks_steel,jacks_tin,jacks_zinc,jacks_bauxite,jacks_iron_ore,jacks_phosphate,jacks_potash,jacks_sulfur,jacks_gold,jacks_platinum,jacks_silver,jacks_cocoa,jacks_coffee,jacks_cotton,jacks_cottonseed,jacks_palm_oil,jacks_peanuts,jacks_rubber,jacks_saw_logs,jacks_soybeans,jacks_sugar,jacks_tea,jacks_tobacco,jacks_wool,jacks_indice_vp1975,jacks_indice_vp2019,jacks_indice_igual,jacks_sub_cultivados,jacks_sub_subsuelo,jacks_sub_subsuelo_sin_energia,gycpi_nominal,gycpi_metales_nominal,muv_g5,gycpi_real,gycpi_metales_real,cmo_petroleo_real2010,cmo_carbon_aus_real2010,cmo_gas_eeuu_real2010,cmo_gas_europa_real2010,cmo_cobre_real2010,cmo_hierro_real2010,cmo_aluminio_real2010,cmo_oro_real2010,cmo_estano_real2010,cmo_niquel_real2010,cmo_zinc_real2010,usgs_prod_mundial_aluminio_t,usgs_prod_mundial_bauxita_t,usgs_prod_mundial_cobre_t,usgs_prod_mundial_oro_t,usgs_prod_mundial_hierro_t,usgs_prod_mundial_plomo_t,usgs_prod_mundial_niquel_t,usgs_prod_mundial_fosfato_t,usgs_prod_mundial_plata_t,usgs_prod_mundial_estano_t,usgs_prod_mundial_zinc_t,mundo_oil_prod_twh,mundo_oil_cum_twh,mundo_gas_prod_twh,mundo_gas_cum_twh,mundo_coal_prod_twh,mundo_coal_cum_twh,mundo_gigantes_n,mundo_gigantes_eur_mbep,mundo_gigantes_eur_petroleo_mbep,mundo_gigantes_eur_cum_mbep
1850,,,,76.81,64.52,78.37,55.13,94.97,,,116.84,98.8,124.97,189.66,98.05,,,115.81,138.68,,397.66,58.31,61.75,86.29,,,,,,107.53,,214.4,79.91,138.99,134.81,,117.31,,,101.71,,210.84,191.12,181.27,121.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1851,,,,78.47,77.74,81.92,76.31,108.08,,,126.47,98.94,118.76,205.84,70.05,,,118.31,137.69,,406.25,60.08,66.32,83.36,,,,,,109.85,,219.03,78.67,120.28,111.49,,111.85,,,113.35,,224.01,182.45,202.11,129.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1852,,,,80.21,73.57,81.05,92.36,104.16,,,143.71,106.77,132.18,224.24,68.54,,,133.55,140.16,,401.91,62.09,68.01,94.93,,,,,,108.68,,216.69,63.19,112.38,110.3,,114.61,,,140.17,,196.05,155.16,180.21,144.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1853,,,,100.92,85.27,99.47,84.04,113.5,,,166.83,109.24,160.08,200.92,111.95,,,159.06,189.52,,354.01,67.44,90.42,153.49,,,,,,108.68,,216.69,92.88,115.69,107.06,,146.22,,,149.52,,221.62,193.16,183.08,156.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1854,,,,102.38,90.77,91.53,67.31,128.82,,,166.45,118.18,166.22,146.9,152.6,,,158.79,174.38,,325.74,63.7,85.41,163.24,,,,,,100.0,,199.38,94.58,123.18,86.57,,174.55,,,149.61,,196.08,180.65,169.19,134.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1855,,,,101.76,104.61,87.26,84.3,124.43,,,156.75,135.84,170.64,119.3,178.46,,,154.24,165.86,,292.22,44.28,82.25,130.28,,,,,,97.14,,193.67,91.88,116.69,92.79,,155.42,,,140.32,,220.94,170.5,166.46,128.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1856,,,,96.67,131.02,88.96,86.45,122.91,,,188.18,97.08,133.82,187.65,144.36,,,147.67,179.88,,297.9,43.51,96.97,143.94,,,,,,99.03,,197.44,93.66,129.51,112.33,,151.24,,,136.24,,256.3,168.62,173.91,157.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1857,,,,96.22,159.87,88.06,99.91,135.64,,,187.29,106.94,133.92,177.48,123.68,,,150.12,169.54,,267.33,42.27,94.93,170.08,,,,,,96.33,,192.14,85.81,128.76,126.38,,157.45,,,115.83,,309.41,195.24,172.03,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1858,,,,99.58,138.1,88.17,80.96,126.41,,,164.13,110.75,104.76,220.69,93.49,,,138.03,164.91,,234.55,44.82,87.87,154.82,,,,,,102.01,,203.38,90.05,128.75,133.98,,144.66,,,114.02,,264.01,196.88,175.44,159.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1859,,,,98.59,139.84,90.72,88.15,120.67,,,156.9,124.31,117.37,183.39,125.3,,,136.66,165.11,,232.22,44.37,99.64,124.34,,,,,,100.99,,201.36,76.42,138.22,120.59,,165.26,,,119.84,,245.55,218.7,169.06,171.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1860,,,,100.99,142.94,95.86,101.24,115.86,,500.0,171.37,107.57,140.57,193.56,132.43,,,132.47,161.44,,232.22,44.37,97.41,119.71,,,,,,100.99,,201.36,71.87,147.43,120.59,,168.93,,,128.52,,253.47,219.52,167.61,179.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1861,0.4900000095367431,0.03528725009077666,13.886035558911933,95.32,117.31,88.85,66.82,110.83,,468.63,159.1,63.32,136.53,226.93,96.72,,,117.13,141.98,,219.17,43.26,83.51,99.65,,,,,,99.21,,190.04,69.55,159.44,143.69,,155.97,,,124.58,,216.8,189.08,164.32,157.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1862,1.0499999523162842,0.03920805565631523,26.780209697727283,77.52,95.05,75.0,46.67,117.22,,306.51,135.49,62.01,119.59,175.53,90.17,,,100.29,125.87,,172.77,43.07,71.3,101.07,,,,,,116.32,,220.18,124.1,223.45,256.69,,130.54,,,109.12,,183.34,186.63,152.9,140.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1863,3.150000095367432,0.04835660197623882,65.14105554636077,65.29,65.86,61.22,55.07,122.67,,354.51,102.4,103.14,99.42,98.72,94.2,,,79.42,100.84,,211.47,53.0,59.1,123.6,,,,,,118.71,,201.48,134.36,245.13,307.47,,89.99,,,82.82,,141.64,145.85,121.53,117.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1864,8.0600004196167,0.06142595386152055,131.2149004277128,55.99,50.98,49.82,83.72,121.78,,412.83,71.94,151.8,69.34,54.18,115.83,,,65.68,81.55,,234.52,53.89,40.93,161.63,,,,,,97.81,,242.41,117.04,104.85,274.42,,66.08,,,66.18,,134.14,113.44,94.78,104.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1865,6.590000152587891,0.06011901867315202,109.61589689970864,56.46,46.0,55.92,104.38,131.02,,424.07,71.27,86.09,75.93,69.26,83.14,,,59.08,74.91,,165.95,45.86,34.54,126.35,,,,,,73.02,,150.28,132.1,100.34,178.51,,69.36,,,59.4,,109.17,119.45,90.81,96.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1866,3.740000009536743,0.0575051482960399,65.03765524232722,59.19,45.57,54.68,91.15,103.38,,331.16,91.71,75.56,85.77,77.27,97.96,,,59.15,78.78,,157.09,52.29,31.93,134.85,,,,,,73.67,,144.15,93.93,89.28,151.57,,80.78,,,55.48,,107.86,118.79,91.57,98.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1867,2.4100000858306885,0.05489127791891413,43.9049731979416,60.82,48.9,52.92,70.22,94.31,,261.73,104.98,128.8,91.28,58.59,159.74,,,55.65,81.46,,165.33,56.12,36.36,126.89,,,,,,79.82,,152.51,77.02,83.73,118.61,,84.63,,,56.62,,124.66,124.84,98.28,90.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
1868,3.630000114440918,0.052277407541845705,69.43726334430923,60.48,56.34,51.06,94.14,93.54,,217.63,117.44,129.43,87.81,54.29,143.58,,,57.09,82.62,,129.03,52.65,41.32,132.86,,,,,,80.34,,159.26,72.0,75.46,119.91,,85.92,,,61.97,,129.72,132.67,107.56,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3500.0,3500.0,3500.0
1869,3.640000104904175,0.05227740754185252,69.62855038268768,67.49,60.67,60.58,115.2,100.85,,221.72,112.54,109.9,79.94,75.3,97.07,,,58.71,86.19,,164.12,51.42,57.17,144.81,,,,,,74.1,,149.2,68.07,78.71,143.47,,91.87,,,68.88,,144.99,127.69,100.25,83.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3500.0
1870,3.859999895095825,0.04966353716476086,77.7230160286432,73.54,65.34,63.26,107.81,99.9,,186.15,103.24,121.37,83.48,103.39,88.1,,,57.75,86.5,,157.82,50.28,59.22,131.01,,,,,156.43,71.97,,142.0,78.82,88.07,124.85,,91.26,203.42,,71.93,,151.41,128.85,93.16,84.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,900.0,900.0,4400.0
1871,4.340000152587891,0.04704966678769023,92.24295194633302,86.76,76.15,73.41,68.47,106.73,,174.48,130.24,88.39,84.54,105.25,118.16,,,65.5,91.17,,173.89,48.56,67.83,116.33,,,,,164.76,77.07,,149.81,66.69,108.73,95.43,,95.0,221.77,,77.98,,167.16,131.73,104.66,114.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2658.0,2658.0,7058.0
1872,3.640000104904175,0.04704966678764502,77.36505598080066,85.12,88.85,78.07,58.64,102.59,,166.36,124.66,69.23,92.91,102.1,121.52,,,88.28,101.16,,296.4,48.3,73.9,117.27,,,,,120.91,78.9,,153.73,71.59,140.09,123.13,,97.5,188.51,,80.05,,161.76,134.46,109.79,140.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7058.0
1873,1.830000042915344,0.04704966678763517,38.89506914417245,93.56,95.0,84.44,62.87,109.72,,130.56,166.03,67.14,91.03,106.03,116.06,,,81.39,119.82,,516.32,52.4,68.2,139.49,,,,,163.33,77.94,,153.88,65.75,172.87,103.69,,96.97,178.83,,82.86,,154.1,136.34,90.07,136.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7058.0
1874,1.1699999570846558,0.044435796410605764,26.330122369662416,89.53,95.28,77.48,87.61,115.09,,96.72,174.28,127.55,99.64,125.98,113.2,,,80.43,119.2,,437.97,53.71,53.2,123.06,,,,,129.67,83.6,,160.55,69.92,187.24,93.54,112.38,96.52,230.71,,83.63,,153.25,146.09,150.77,130.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7058.0
1875,1.350000023841858,0.0431288612221019,31.301545776730002,100.18,87.1,92.06,112.7,113.0,,100.68,160.9,126.5,85.81,115.9,110.38,,,86.62,125.07,,433.91,53.75,47.32,122.81,,,,,142.46,86.87,,164.58,69.36,175.67,91.35,126.1,100.15,197.43,,79.44,,150.01,149.17,87.92,127.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7058.0
1876,2.559999942779541,0.04182192603351003,61.21190929199024,97.0,72.32,95.61,105.65,103.28,,154.13,131.86,91.23,95.28,106.34,113.83,,,82.21,123.81,,378.3,55.05,42.69,130.2,,,,,140.48,83.7,,158.99,80.7,184.24,84.19,102.12,108.26,171.85,,76.41,,159.76,149.93,85.36,116.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,514.0,514.0,7572.0
1877,2.4200000762939453,0.04182192603351622,57.86438612020283,93.56,83.9,93.79,83.97,89.48,,132.11,124.73,94.54,108.37,97.0,144.31,,,75.3,119.46,,245.87,56.35,40.15,110.89,,,,,120.3,81.54,,150.0,87.77,197.85,99.35,104.53,116.65,152.63,,74.48,,188.7,149.36,64.64,116.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7572.0
1878,1.190000057220459,0.03790112046788102,31.397490167313503,98.21,88.06,97.02,60.34,80.76,,93.14,120.79,82.21,113.75,91.57,115.09,,,72.06,101.68,,153.23,59.14,37.81,94.2,,,,,119.74,84.26,,142.89,95.97,169.47,99.25,87.66,116.32,160.21,,71.49,,165.05,150.01,72.87,117.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7572.0
1879,0.8600000143051147,0.03659418527929381,23.501001805107297,90.19,82.88,91.31,61.1,79.27,,70.64,123.89,78.67,110.34,113.25,118.16,,,67.41,92.51,,143.55,56.83,45.24,97.22,,,,,108.85,84.18,,148.61,108.44,149.34,100.51,99.85,104.07,133.06,,72.88,,158.45,144.02,76.64,106.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7572.0
1880,0.949999988079071,0.03790112046792425,25.065221723010982,95.83,96.04,91.88,75.56,98.73,,77.61,133.8,80.67,101.01,122.14,122.73,,,71.45,98.48,,149.52,50.05,53.22,103.81,,,121.95,,116.84,82.14,,141.46,96.58,145.1,102.98,105.36,95.58,132.48,,76.29,,164.28,128.95,99.3,123.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7572.0
1881,0.8600000143051147,0.03790112046787794,22.69062243249469,93.87,90.99,96.06,99.64,88.46,,72.49,165.29,107.5,93.24,150.34,133.53,,,70.32,90.27,,143.22,50.5,56.24,98.76,,,169.78,,135.95,82.14,,143.11,88.23,118.37,85.82,116.69,95.58,145.73,,81.46,,170.72,122.73,117.69,107.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7572.0
1882,0.7799999713897705,0.03790112046776043,20.579865760255203,99.74,90.99,100.24,120.12,88.46,,65.33,127.35,144.41,83.25,103.45,136.16,,,74.85,86.54,,155.82,50.5,61.69,100.28,,,137.29,,142.33,82.14,,139.31,87.34,103.78,84.59,112.16,104.54,190.78,,85.29,,164.28,120.43,104.21,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7572.0
1883,1.0,0.03659418527924255,27.326745830497657,101.79,92.86,103.72,100.79,86.25,,66.22,121.32,116.91,91.76,97.72,120.22,,,72.92,78.42,,178.3,51.54,57.4,86.39,,,140.34,,112.74,83.83,,143.6,94.79,105.38,77.58,103.49,124.98,213.63,,84.52,,161.09,121.74,110.11,99.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7572.0
1884,0.8399999737739563,0.0352872500906837,23.804631180249643,99.86,94.81,92.85,92.24,77.36,,70.75,101.58,115.92,90.22,91.23,100.2,,,63.82,69.97,,114.81,52.63,51.05,87.07,,,131.13,,110.68,85.59,,143.19,86.94,110.42,80.48,90.32,112.05,173.95,,86.3,,117.48,117.52,103.48,98.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,525.358,525.358,8097.358
1885,0.8799999952316284,0.03528725009077984,24.938185689384802,91.5,94.06,82.9,72.84,94.9,,69.66,119.53,97.41,82.62,101.11,103.25,,,51.86,73.77,,108.78,53.14,55.95,87.02,,,149.86,,97.88,87.34,,139.1,87.51,91.97,88.64,81.92,95.28,112.7,,83.99,,119.88,122.76,97.77,91.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8097.358
1886,0.7099999785423279,0.035287250090729534,20.1205811367221,85.0,87.88,93.79,73.26,90.11,,63.68,116.45,86.21,80.81,94.42,96.36,,,49.3,85.93,,82.09,58.96,64.4,90.04,,,106.66,,103.87,89.25,,138.56,92.67,107.79,75.93,81.87,77.89,126.68,,87.05,,101.5,122.44,95.92,91.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,8097.358
1887,0.6700000166893005,0.03528725009080997,18.98702831660413,75.67,84.21,77.81,85.59,94.23,,59.94,112.8,91.22,72.78,94.28,94.16,,,53.64,82.59,,104.88,59.62,72.8,93.55,,,93.94,,92.09,88.29,,132.16,88.28,193.66,75.11,92.55,70.63,113.92,,88.29,,100.4,108.87,138.36,93.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,906.395,906.395,9003.753
1888,0.8799999952316284,0.03528725009077984,24.938185689384802,81.98,73.35,86.79,99.88,84.89,,67.48,128.2,107.47,84.71,104.32,113.46,,,98.74,89.01,,98.12,63.98,76.05,99.57,,,110.91,,91.33,88.29,,127.52,88.28,171.06,81.7,113.86,70.63,131.01,,86.11,,110.79,113.08,104.1,92.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753
1889,0.9399999976158142,0.03528725009069062,26.638516608688708,84.74,70.2,97.44,79.12,86.87,,66.71,93.05,81.11,90.02,76.5,110.06,,,64.26,86.2,,113.66,66.13,62.49,105.12,,,136.0,,103.84,91.26,,135.05,84.05,204.28,89.89,86.22,82.96,173.68,,89.01,,135.99,114.76,89.89,106.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753
1890,0.8700000047683716,0.035287250090795905,24.65479748435531,83.5,65.31,92.29,71.56,87.85,,59.17,140.82,94.17,91.04,114.76,116.43,,,68.81,88.85,,114.95,66.88,63.87,117.47,,,161.96,,92.29,92.29,,150.4,80.65,213.79,86.78,89.74,90.61,169.69,138.23,90.01,,110.39,114.56,110.2,101.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753
1891,0.6700000166893005,0.03528725009080997,18.98702831660413,87.9,62.47,82.9,79.72,87.85,,45.71,118.37,141.46,88.67,142.21,126.05,,,64.99,83.82,,97.26,66.88,61.84,106.24,,,159.65,,124.91,92.29,,136.16,75.94,201.16,71.63,89.11,87.26,113.13,129.18,88.75,,112.2,115.74,112.95,91.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753
1892,0.5600000023841858,0.03528725009084639,15.869754683135575,83.5,62.47,82.9,92.44,87.85,,37.97,105.67,111.09,97.28,98.92,103.23,,,57.34,71.25,,132.63,62.81,63.19,98.14,,,124.17,,105.82,92.29,,119.64,74.21,190.4,66.12,82.11,80.54,101.22,110.46,85.72,,115.82,108.86,122.59,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,9003.753
1893,0.6399999856948853,0.035287250090663365,18.13686201249846,83.35,63.19,85.44,120.94,86.17,,44.18,92.2,96.73,81.36,92.42,89.35,,,54.78,68.67,,93.01,63.53,55.33,87.32,,,116.49,,82.89,93.35,,101.27,82.45,214.77,62.7,93.35,82.32,102.38,118.41,88.23,,108.91,107.22,110.07,81.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,650.0,650.0,9653.753
1894,0.8399999737739563,0.033980314902244305,24.720193917875573,85.98,66.07,90.98,96.96,85.4,,60.55,104.8,109.93,67.27,94.68,78.66,,,53.91,68.26,,106.6,66.42,48.87,78.84,,,94.88,,76.65,97.6,,92.63,75.71,219.05,61.18,72.7,86.95,85.01,116.5,90.65,,105.26,109.09,96.15,84.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2780.333,2780.333,12434.086000000001
1895,1.3600000143051147,0.032673379713686605,41.6240996867374,88.1,87.69,98.31,85.63,82.69,,100.44,80.59,102.23,75.68,81.24,85.98,,,59.37,78.11,,57.48,68.05,46.39,83.11,,,96.66,,73.97,100.0,,104.48,73.77,205.55,65.67,71.03,83.64,96.77,131.42,89.86,,94.12,112.24,101.49,94.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,12434.086000000001
1896,1.1799999475479126,0.032673379713634036,36.11502568421225,80.95,83.08,89.83,67.22,79.81,,87.18,72.73,67.65,83.78,73.65,94.35,,,64.9,83.56,,63.23,68.05,44.18,90.43,,,106.13,,85.0,100.0,,102.47,67.47,186.66,73.88,80.69,80.0,109.68,141.59,89.86,,98.04,111.31,82.09,98.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2400.0,2400.0,14834.086000000001
1897,0.7900000214576721,0.032673379713660425,24.178705367519136,86.78,81.0,94.38,72.99,78.85,,58.93,85.32,67.59,94.4,86.09,122.82,,,68.5,92.87,,64.02,62.26,46.22,95.65,,,72.48,,96.01,101.24,,92.18,71.85,95.45,73.29,64.94,81.0,91.45,151.49,87.65,,87.35,110.45,111.82,89.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14834.086000000001
1898,0.9100000262260436,0.03267337971370932,27.851420153031167,86.78,87.23,89.23,77.17,77.88,,68.27,96.77,83.62,98.51,89.12,128.38,,,72.69,97.47,,64.02,59.74,53.67,106.06,,,74.45,,109.97,101.24,,94.21,96.86,76.98,60.44,60.75,84.68,94.71,136.23,92.37,,93.3,107.73,92.18,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14834.086000000001
1899,1.2899999618530271,0.0326733797136225,39.48168120836266,96.42,91.9,92.66,80.84,84.69,,96.85,96.52,88.9,98.51,100.03,102.28,,,103.45,113.1,,62.08,122.62,91.69,133.57,,,94.48,,101.24,101.24,,93.74,87.33,75.44,66.49,87.28,92.04,111.04,103.68,102.08,,97.27,104.08,107.29,109.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1675.814,1675.814,16509.9
1900,1.190000057220459,0.0326733797136866,36.421088594088054,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,19.309,27.778,14.607,132.19004586841928,190.1690970082837,,,,,,,,,,,,6800.0,88000.0,495000.0,386.0,,749000.0,9290.0,3150000.0,5400.0,,479000.0,234.949,234.949,73.84,73.84,5349.888,5349.888,0.0,0.0,0.0,16509.9
1901,0.959999978542328,0.03267337971366507,29.381716460168487,98.79,95.25,98.79,115.35,99.74,79.03,88.37,110.19,129.32,88.79,108.45,100.45,99.69,104.08,98.3,97.89,111.7,111.36,88.36,82.25,91.59,94.83,70.62,98.51,108.56,51.98,98.79,112.21,85.07,92.91,77.71,99.37,98.79,93.6,92.41,86.99,96.62,96.96,79.94,94.48,100.3,82.93,94.38,92.28,95.51,99.79,89.43,89.11,18.236,27.522,13.858,131.5918602973012,198.60008659258187,,,,,,,,,,,,6800.0,106000.0,526000.0,395.0,,,11400.0,3000000.0,5380.0,,510000.0,262.838,497.78700000000003,81.828,155.668,5446.595,10796.483,1.0,971.0,971.0,17480.9
1902,0.800000011920929,0.033980314902153794,23.543042912478192,97.6,94.59,97.6,133.95,105.11,78.33,89.28,108.63,152.91,84.86,97.41,102.87,98.5,81.92,66.49,90.9,111.43,88.02,95.78,87.45,107.61,88.49,75.59,85.64,82.45,44.94,97.6,127.79,73.35,92.37,68.64,101.39,106.35,97.6,107.05,83.36,113.38,90.37,63.11,98.91,104.65,88.91,97.46,94.96,94.36,103.78,91.67,92.32,18.145,25.518,13.483,134.576874582808,189.2605503226285,,,,,,,,,,,,7900.0,136000.0,555000.0,451.0,,,12200.0,3120000.0,5060.0,,547000.0,285.389,783.176,89.816,245.484,5578.424,16374.907,0.0,0.0,0.0,17480.9
1903,0.9399999976158142,0.03528725009069062,26.638516608688708,90.87,88.12,95.43,113.47,113.78,76.66,112.12,104.81,114.99,104.92,101.9,106.48,96.3,71.57,78.04,92.59,178.93,76.52,92.46,89.66,112.74,83.72,76.34,89.32,87.29,46.0,95.43,122.7,82.47,90.89,65.98,120.87,109.25,97.1,110.82,103.9,107.72,68.92,66.09,73.65,108.17,93.71,102.24,99.76,95.54,102.36,102.14,91.01,19.006,26.668,13.483,140.96269376251576,197.78980938960171,,,,,,,,,,,,8500.0,189000.0,596000.0,496.0,,,10200.0,3450000.0,5220.0,,574000.0,305.043,1088.219,97.803,343.28700000000003,6087.26,22462.167,0.0,0.0,0.0,17480.9
1904,0.8600000143051147,0.035287250090812336,24.37140927932582,94.32,95.05,94.32,95.96,99.76,74.38,113.5,95.48,124.54,86.48,130.28,137.84,100.96,77.48,74.69,93.03,97.74,75.63,77.92,88.3,105.92,79.23,62.21,92.22,103.94,98.88,94.32,113.96,89.08,92.08,90.31,114.75,98.23,94.32,139.96,115.22,95.1,57.64,86.99,87.36,103.61,99.37,98.51,94.92,96.25,100.58,96.62,79.77,20.586,27.526,13.858,148.54957425313899,198.62895078654927,,,,,,,,,,,,10000.0,133000.0,660000.0,526.0,95500000.0,,10500.0,3870000.0,5110.0,,629000.0,342.538,1430.757,105.791,449.07800000000003,6118.242,28580.409,0.0,0.0,0.0,17480.9
1905,0.6200000047683716,0.0352872500907047,17.570085602439473,95.1,119.72,95.43,98.74,97.26,66.8,97.69,92.38,125.36,98.43,114.86,135.88,102.14,73.27,91.89,102.85,117.23,76.52,87.72,100.1,124.55,99.5,71.06,92.24,110.68,140.25,95.43,128.22,96.46,91.45,96.11,108.18,99.38,93.76,123.13,124.61,111.64,68.92,94.08,85.82,100.86,122.7,98.63,94.29,101.63,104.71,93.07,89.33,21.621,29.15,13.858,156.01818444219944,210.34781353730696,,,,,,,,,,,,13000.0,159000.0,713000.0,575.0,116000000.0,,15600.0,3850000.0,5360.0,93600.0,660000.0,336.898,1767.6550000000002,113.779,562.857,6596.002,35176.411,0.0,0.0,0.0,17480.9
1906,0.7300000190734863,0.03528725009069262,20.687359235908026,93.35,132.64,93.35,115.55,99.63,60.15,110.29,95.87,112.92,113.18,109.0,104.52,102.2,68.34,111.16,120.91,194.25,74.85,87.55,124.34,128.64,86.88,83.02,107.13,93.49,142.95,93.35,148.85,100.26,91.68,91.28,116.7,115.24,103.15,117.44,126.72,128.9,74.33,69.93,73.62,103.56,118.35,103.07,98.31,105.7,106.49,99.94,92.19,21.61,31.726,14.607,147.94276716642707,217.19723420277947,,,,,,,,,,,,17000.0,201000.0,724000.0,608.0,100000000.0,1040000.0,16000.0,4190000.0,5130.0,98400.0,704000.0,335.549,2103.204,121.766,684.6229999999999,6965.476,42141.887,1.0,676.147,676.147,18157.047000000002
