year,finanzas__us_ltrate,finanzas__us_strate,finanzas__us_policy_rate,finanzas__us_infl,finanzas__us_real_ltrate,finanzas__us_real_strate,finanzas__us_reer,finanzas__us_debt_gdp,finanzas__share_bank_onset,finanzas__share_bank_onset_gdpw,finanzas__share_currency_onset,finanzas__share_currency_onset_gdpw,finanzas__share_sovdebt_onset,finanzas__share_sovdebt_onset_gdpw,finanzas__share_bank_active_lv,finanzas__share_bank_active_lv_gdpw,finanzas__world_debt_gdp_gdpw,finanzas__world_debt_gdp_median,finanzas__world_r_minus_g_median,finanzas__world_r_minus_g_eff_median,finanzas__n_countries_debt,finanzas__usd_index_major,finanzas__usd_index_broad,recursos__petroleo_precio_nominal_usd_bbl,recursos__deflactor_eeuu_2019,recursos__petroleo_precio_real_usd2019_bbl,recursos__jacks_beef,recursos__jacks_hides,recursos__jacks_lamb,recursos__jacks_pork,recursos__jacks_coal,recursos__jacks_natural_gas,recursos__jacks_petroleum,recursos__jacks_barley,recursos__jacks_corn,recursos__jacks_rice,recursos__jacks_rye,recursos__jacks_wheat,recursos__jacks_aluminum,recursos__jacks_chromium,recursos__jacks_copper,recursos__jacks_lead,recursos__jacks_manganese,recursos__jacks_nickel,recursos__jacks_steel,recursos__jacks_tin,recursos__jacks_zinc,recursos__jacks_bauxite,recursos__jacks_iron_ore,recursos__jacks_phosphate,recursos__jacks_potash,recursos__jacks_sulfur,recursos__jacks_gold,recursos__jacks_platinum,recursos__jacks_silver,recursos__jacks_cocoa,recursos__jacks_coffee,recursos__jacks_cotton,recursos__jacks_cottonseed,recursos__jacks_palm_oil,recursos__jacks_peanuts,recursos__jacks_rubber,recursos__jacks_saw_logs,recursos__jacks_soybeans,recursos__jacks_sugar,recursos__jacks_tea,recursos__jacks_tobacco,recursos__jacks_wool,recursos__jacks_indice_vp1975,recursos__jacks_indice_vp2019,recursos__jacks_indice_igual,recursos__jacks_sub_cultivados,recursos__jacks_sub_subsuelo,recursos__jacks_sub_subsuelo_sin_energia,recursos__gycpi_nominal,recursos__gycpi_metales_nominal,recursos__muv_g5,recursos__gycpi_real,recursos__gycpi_metales_real,recursos__cmo_petroleo_real2010,recursos__cmo_carbon_aus_real2010,recursos__cmo_gas_eeuu_real2010,recursos__cmo_gas_europa_real2010,recursos__cmo_cobre_real2010,recursos__cmo_hierro_real2010,recursos__cmo_aluminio_real2010,recursos__cmo_oro_real2010,recursos__cmo_estano_real2010,recursos__cmo_niquel_real2010,recursos__cmo_zinc_real2010,recursos__usgs_prod_mundial_aluminio_t,recursos__usgs_prod_mundial_bauxita_t,recursos__usgs_prod_mundial_cobre_t,recursos__usgs_prod_mundial_oro_t,recursos__usgs_prod_mundial_hierro_t,recursos__usgs_prod_mundial_plomo_t,recursos__usgs_prod_mundial_niquel_t,recursos__usgs_prod_mundial_fosfato_t,recursos__usgs_prod_mundial_plata_t,recursos__usgs_prod_mundial_estano_t,recursos__usgs_prod_mundial_zinc_t,recursos__mundo_oil_prod_twh,recursos__mundo_oil_cum_twh,recursos__mundo_gas_prod_twh,recursos__mundo_gas_cum_twh,recursos__mundo_coal_prod_twh,recursos__mundo_coal_cum_twh,recursos__mundo_gigantes_n,recursos__mundo_gigantes_eur_mbep,recursos__mundo_gigantes_eur_petroleo_mbep,recursos__mundo_gigantes_eur_cum_mbep,geopolitica__cinc_share_usa,geopolitica__cinc_share_rus,geopolitica__cinc_share_chn,geopolitica__cinc_top1_iso,geopolitica__cinc_top1_share,geopolitica__cinc_top2_share,geopolitica__cinc_lead_ratio,geopolitica__cinc_hhi,geopolitica__cinc_con,geopolitica__chn_usa_cinc_ratio,geopolitica__n_poles_10pct,geopolitica__gdp_share_usa,geopolitica__gdp_share_chn,geopolitica__gdp_share_rus,geopolitica__chn_usa_gdp_ratio,geopolitica__cold_war,geopolitica__bipolar,geopolitica__n_states,geopolitica__share_democracies_row,geopolitica__mean_polyarchy,geopolitica__coups_world,geopolitica__coups_success_world,geopolitica__dem_transitions_world,geopolitica__dem_breakdowns_world,geopolitica__mid_onsets_world,geopolitica__states_in_interstate_conflict,geopolitica__states_sanctioned,geopolitica__n_major_powers,geopolitica__mean_oda_gni,clima__gmst_hadcrut5,clima__gmst_gistemp,clima__gmst_preind,clima__co2_ppm_mlo,clima__co2_ppm_icecore,clima__co2_ppm,clima__co2_mt,clima__co2_pc,clima__co2_per_gdp,clima__co2_incl_luc_mt,clima__co2_luc_mt,clima__co2_coal_mt,clima__co2_oil_mt,clima__co2_gas_mt,clima__co2_cement_mt,clima__co2_flaring_mt,clima__co2_cons_mt,clima__co2_cons_pc,clima__co2_trade_mt,clima__co2_trade_share,clima__co2_cum_mt,clima__co2_cum_incl_luc_mt,clima__co2_cum_luc_mt,clima__co2_share_world,clima__co2_cum_share_world,clima__ch4_mtco2e,clima__n2o_mtco2e,clima__ghg_mtco2e,clima__ghg_excl_lucf_mtco2e,clima__ghg_pc,clima__dT_from_ghg,clima__dT_from_co2,clima__dT_share_world,clima__primary_energy_twh,clima__coal_prod_twh,clima__oil_prod_twh,clima__gas_prod_twh,clima__fossil_cons_twh,clima__fossil_share_energy,clima__fossil_prod_twh,clima__world_dis_n_total,clima__world_dis_n_climate,clima__world_dis_n_flood,clima__world_dis_n_storm,clima__world_dis_n_drought,clima__world_dis_n_extreme_temp,clima__world_dis_n_wildfire,clima__world_dis_n_geo,clima__world_dis_deaths,clima__world_dis_deaths_climate,clima__world_dis_affected,clima__world_dis_damage_kusd,clima__world_dis_damage_climate_kusd,clima__ef_cons_pc_2025ed,clima__biocap_pc_2025ed,clima__overshoot_ratio,clima__lpi,clima__lpi_hi,clima__lpi_lo,clima__material_footprint_t_sum,clima__co2_gtc,clima__co2_cum_incl_luc_gtco2
1973,0.068425,0.0702667,0.0983,0.0625872,0.00549395,0.00722714,119.796,0.425922,0.00617284,0.0401414,0.00625,0.000262027,0.0,0.0,0.0,0.0,0.318944,0.206356,-0.0603544,-0.109169,117.0,100.173,,3.289999961853028,0.1737665842207565,18.93344440536016,492.63,82.2,456.73,89.64,152.74,55.88,148.98,95.7,106.17,83.58,69.81,105.77,14.0,69.0,66.59,68.26,77.02,56.1,95.32,139.36,86.18,61.04,99.75,36.2,15.25,33.12,86.23,147.25,72.28,59.44,121.69,122.78,118.97,76.75,95.7,10.48,533.13,59.33,64.01,45.2,103.32,81.76,136.6,134.25,110.84,155.07,119.68,86.41,69.472,55.72,58.801,118.1476505501607,94.76029319229264,9.08970239387,37.16822207716,0.67990650141,2.24533205063,5780.36541991601,33.44492456943,1939.69389079517,315.10698494579,15547.8428622754,10920.9172376705,2736.89347234813,12100000.0,70400000.0,6920000.0,1350.0,832000000.0,3490000.0,710000.0,111000000.0,9700.0,238000.0,5710000.0,33445.121,481276.91,11482.695,178649.12999999998,17558.373,782286.398,18.0,32099.529,15851.69,1832967.3070000005,0.1588165809057092,0.1674068262598825,0.113420058156265,RUS,0.1674068262598825,0.1588165809057092,1.054089096397771,0.0781293260481501,0.2674781028793247,0.714157536382196,3.0,0.2183299891413877,0.0418883451674505,0.0951074808971979,0.1918579547050873,1.0,1.0,166.0,0.2108433734939759,0.2909415584415584,8.0,5.0,2.0,1.0,44.0,4.0,29.0,5.0,4.655404573562583,0.0525,0.1617,0.409856862745098,329.68,329.68,329.68,17077.285,4.356,,23331.549,6254.265,5860.898,8219.69,2202.723,340.161,402.186,,,,,474432.188,1069075.125,599215.938,100.0,100.0,6345.583,1838.919,30973.744,20513.975,7.9,0.701,0.477,100.0,66337.648,17558.373,33445.121,11482.695,61791.586,93.493,62486.189,63.0,54.0,20.0,22.0,2.0,3.0,2.0,9.0,110594.0,110003.0,11888984.0,16599336.0,16344731.0,2.776992787849705,2.60089388481317,1.0677070695059074,96.7828407,101.005601,92.6636049,29406413789.5783,4.660831058951965,1069.075125
1974,0.075575,0.07875,0.0387,0.110111,-0.0311101,-0.0282501,113.957,0.414429,0.0,0.0,0.00625,0.0167088,0.0,0.0,0.0,0.0,0.306879,0.205957,-0.068777,-0.146023,118.0,102.025,,11.579999923706056,0.1927789951113469,60.06878455309708,349.28,50.96,307.86,69.87,252.99,68.66,365.39,109.73,142.43,134.5,82.67,109.44,17.21,94.59,78.12,85.07,113.86,57.6,110.49,218.71,135.13,110.45,108.84,129.35,19.57,48.16,127.13,161.27,119.89,73.93,115.89,116.06,143.85,122.56,95.28,10.47,576.67,50.99,181.07,56.51,122.32,51.86,198.09,203.57,130.87,158.38,234.48,104.67,102.41,79.813,71.161,143.91309846685684,112.158345160973,29.15785585233,44.87254770133,0.77045819025,4.59618161772,5468.9247746114,35.54734684688,2031.93586142251,423.07453278261,21743.5699467377,10162.7420423037,3293.26597127134,13200000.0,79600000.0,7100000.0,1250.0,881000000.0,3490000.0,770000.0,123000000.0,9260.0,233000.0,5780000.0,33519.68,514796.59,11725.098,190374.228,17712.754,799999.152,21.0,34145.464,19770.522,1867112.771,0.1525208674452912,0.1676730496151634,0.116782275966294,RUS,0.1676730496151634,0.1525208674452912,1.099344977665481,0.0769106830639248,0.2653489289057283,0.7656806437203324,3.0,0.218498252001614,0.0419206277356664,0.0901773254377637,0.1918579547050874,1.0,1.0,167.0,0.2155688622754491,0.290525974025974,10.0,6.0,1.0,0.0,41.0,6.0,31.0,5.0,5.851820523501623,-0.1687,-0.0708,0.188656862745098,330.19,330.18,330.19,16997.912,4.253,,23310.912,6312.999,5857.693,8099.29,2256.541,340.611,391.389,,,,,491430.094,1092386.125,605529.0,100.0,100.0,6363.316,1852.229,31021.443,20463.146,7.762,0.718,0.487,100.0,66696.508,17712.754,33519.68,11725.098,61586.688,92.717,62957.532,68.0,59.0,17.0,28.0,4.0,0.0,0.0,6.0,87525.0,61196.0,45068613.0,24655931.0,24574022.0,2.748771975279781,2.5402435086374,1.0820899515866638,95.3454341,100.6185497,90.2682746,29619563038.317,4.639168122270743,1092.386125
1975,0.079875,0.05825,0.0537,0.091416,-0.0105744,-0.0303881,112.718,0.446025,0.00617284,0.0182079,0.03125,0.0112273,0.0,0.0,0.0,0.0,0.330517,0.219356,-0.0497293,-0.113059,118.0,102.391,,11.529999732971191,0.2104080586772044,54.79828009182783,268.42,46.05,170.6,88.81,286.52,92.27,345.62,91.32,112.7,81.36,71.22,74.8,18.4,158.48,59.34,74.49,137.87,62.67,107.33,171.85,134.14,81.84,124.81,146.0,24.1,69.77,117.78,135.7,103.09,54.07,105.49,89.15,90.67,72.87,95.59,7.16,436.79,37.1,114.29,54.07,139.29,40.55,177.24,191.28,114.15,120.75,229.0,103.51,85.156,76.09,79.026,107.756940753676,96.28476703869616,24.95643600241,64.20615713823,1.02863813597,4.02387352497,2953.74636834702,41.38474360996,2077.45806635487,385.21102752753,16450.0169531613,10935.4599974384,1782.57407206311,12100000.0,74800000.0,6740000.0,1200.0,888000000.0,3440000.0,802000.0,109000000.0,9430.0,222000.0,5850000.0,31837.768,546634.358,11750.097,202124.325,18767.678,818766.83,25.0,26358.193,11813.916,1893470.964,0.1436189697584298,0.1741993492564525,0.1184132754944956,RUS,0.1741993492564525,0.1436189697584298,1.2129271610112475,0.0765693924861568,0.265276971541744,0.82449606548264,3.0,0.21418845526296,0.0428136192849539,0.0884870540650514,0.1998876140751446,1.0,1.0,167.0,0.2155688622754491,0.2944675324675324,16.0,7.0,2.0,2.0,55.0,2.0,24.0,5.0,5.992978337040579,-0.106,-0.0125,0.251356862745098,331.13,331.11,331.13,16988.477,4.173,,23111.973,6123.497,6018.315,8005.122,2241.266,339.876,336.728,,,,,508418.562,1115498.125,611652.438,100.0,100.0,6448.271,1906.747,31003.484,20498.238,7.616,0.734,0.497,100.0,67157.297,18767.678,31837.768,11750.097,61701.688,92.263,62355.543,59.0,50.0,17.0,25.0,0.0,3.0,0.0,8.0,26858.0,22224.0,51139331.0,17913059.0,17811146.0,2.742180710059686,2.49868942002974,1.0974476011616714,93.5558012,99.7971052,87.6303107,29403639660.639,4.636593067685589,1115.498125
1976,0.0761167,0.0499917,0.0417,0.0577489,0.017365,-0.00733371,115.602,0.447644,0.0123457,0.00168978,0.025,0.0269518,0.00625,0.00123753,0.00854701,0.00142414,0.339575,0.220212,-0.0473725,-0.118979,122.0,106.439,,12.800000190734863,0.2226229829714986,57.49631066785943,302.36,62.8,291.67,73.19,275.3,115.01,343.44,81.68,100.04,52.88,70.48,62.9,19.41,128.41,60.77,75.57,151.98,64.46,100.51,181.62,121.53,90.73,137.48,73.65,15.55,67.14,86.32,120.58,96.09,83.94,217.65,120.45,85.73,64.52,92.23,9.34,562.94,36.88,61.05,53.14,156.35,46.49,173.27,190.8,119.39,116.97,224.85,96.69,83.11,81.408,78.652,105.66800589940496,103.50404312668464,27.48371653598,64.18381201824,1.37261036379,4.10037503163,3310.21629913642,53.69131844825,2103.06351734006,294.96156051422,17925.9565681089,11752.2623644217,1681.20153166326,12600000.0,77400000.0,7260000.0,1210.0,886000000.0,3690000.0,792000.0,109000000.0,9840.0,218000.0,5690000.0,34590.738,581225.096,12256.773,214381.098,19299.518,838066.348,21.0,59579.365,16546.465,1953050.329,0.1421437101568034,0.1756332374528684,0.1173919048374009,RUS,0.1756332374528684,0.1421437101568034,1.235603300765976,0.0763037610715034,0.2648504977252515,0.8258677412310549,3.0,0.2126889476501124,0.0420487962217905,0.0893740845981602,0.1977008993009059,1.0,1.0,168.0,0.2202380952380952,0.2959025974025974,11.0,5.0,2.0,1.0,55.0,2.0,25.0,5.0,5.59139938376767,-0.2108,-0.0975,0.146556862745098,332.03,332.04,332.03,17862.492,4.31,,23922.773,6060.281,6226.34,8475.642,2359.009,356.053,395.431,,,,,526281.062,1139420.875,617712.75,100.0,100.0,6544.579,1955.474,31968.012,21468.15,7.714,0.75,0.508,100.0,70744.766,19299.518,34590.738,12256.773,65115.391,92.413,66147.029,88.0,59.0,16.0,30.0,6.0,0.0,1.0,26.0,280480.0,3038.0,24405364.0,76012429.0,18782514.0,2.7396242913574618,2.46540453081511,1.1112270855005242,91.4892185,98.4079385,84.93377989999999,30446463952.2529,4.875134279475982,1139.420875
1977,0.0741917,0.0526417,0.0653,0.0646956,0.00891909,-0.0113214,113.628,0.43577,0.0,0.0,0.00625,0.015387,0.00625,1.02612e-07,0.0042735,0.014587,0.352692,0.237494,-0.0277422,-0.113585,122.0,106.104,,13.920000076293944,0.2372035058101413,58.68378727688608,270.66,64.94,456.68,65.8,264.81,147.16,347.86,65.86,77.88,53.39,55.22,49.44,21.07,119.43,54.59,94.35,155.66,61.05,105.77,240.15,105.21,90.61,142.87,119.31,14.55,61.28,95.98,112.34,96.09,146.09,335.87,105.46,56.67,79.02,90.98,9.24,532.01,41.99,40.27,82.19,151.4,43.96,172.51,192.84,126.79,110.52,229.31,102.26,93.125,87.752,86.517,107.63780528682226,101.42746512246148,27.4691084935,62.69584823163,1.727066901,3.91677481432,2861.13772997592,50.41286422406,2500.59686718984,322.94147068079,23620.2632639071,11189.134485811,1289.10605395158,13800000.0,81900000.0,7420000.0,1210.0,844000000.0,3410000.0,828000.0,121000000.0,10300.0,231000.0,5920000.0,35798.867,617023.963,12774.155,227155.253,19885.986,857952.334,19.0,47861.903,41694.123,2000912.232,0.1415664816954718,0.1732378777151259,0.1180830774916454,RUS,0.1732378777151259,0.1415664816954718,1.2237210082523875,0.0752215805116647,0.2628635009233923,0.8341174837251217,3.0,0.2138454177289337,0.0427878167607209,0.0884337254888895,0.2000876016663492,1.0,1.0,171.0,0.2105263157894736,0.299948051948052,10.0,4.0,0.0,1.0,74.0,5.0,34.0,5.0,5.855840634559162,0.1051,0.1783,0.462456862745098,333.84,333.83,333.84,18358.039,4.352,,24978.129,6620.091,6375.023,8767.405,2411.72,372.71,381.487,,,,,544639.062,1164399.0,624332.812,100.0,100.0,6627.559,2001.852,33141.996,22017.164,7.858,0.767,0.519,100.0,73306.172,19885.986,35798.867,12774.155,67221.594,92.075,68459.008,138.0,97.0,47.0,29.0,16.0,1.0,1.0,19.0,22406.0,17909.0,27991798.0,50768802.0,40188659.0,2.7189060092674486,2.42568257185454,1.1208828561557116,88.5352412,95.6108932,81.8530892,31345048084.215,5.010381823144105,1164.399
1978,0.0841,0.0722333,0.1084,0.0762991,0.00724785,-0.00377759,104.227,0.425222,0.0,0.0,0.025,0.0140564,0.01875,0.0119507,0.0042735,0.0155436,0.370037,0.260065,-0.0242504,-0.082221,120.0,97.1267,,14.020000457763672,0.2550288748649928,54.97416896492829,357.02,77.65,512.4,71.84,270.59,157.54,322.8,70.25,76.34,67.99,49.57,57.22,20.27,102.52,50.5,96.11,155.12,51.06,108.61,262.83,88.05,87.53,147.11,56.13,14.44,57.98,116.68,171.88,104.37,121.9,216.79,96.69,84.55,83.18,84.95,10.39,520.0,37.37,36.04,55.08,141.58,42.35,173.54,191.63,126.51,123.88,219.04,102.53,93.627,91.149,98.876,94.69133055544316,92.18516121202312,24.29875736789,54.66497541518,1.70404833928,4.33091914856,2567.5164398153,40.35161384836,2492.43455021185,363.52038385606,24220.7661950521,8670.89399210061,1117.27254039343,14100000.0,81000000.0,7280000.0,1210.0,833000000.0,3460000.0,658000.0,127000000.0,10700.0,241000.0,5850000.0,36124.168,653148.1309999999,13206.601,240361.854,20194.787,878147.121,24.0,32426.661,19759.405,2033338.893,0.1394021536121667,0.1705187786511068,0.1207535308917402,RUS,0.1705187786511068,0.1394021536121667,1.2232148086141494,0.0741979730517164,0.2610497642433939,0.8662242853700156,3.0,0.2136140908572959,0.0444413824864352,0.0870228800659926,0.2080451823570204,1.0,1.0,172.0,0.2209302325581395,0.3055454545454545,11.0,7.0,2.0,0.0,47.0,8.0,37.0,5.0,6.625385527093194,0.0055,0.0667,0.362856862745098,335.41,335.4,335.41,19024.742,4.433,,25588.641,6563.897,6510.128,9133.723,2541.737,397.889,390.189,,,,,563663.875,1189987.625,630896.75,100.0,100.0,6657.352,2040.121,33813.844,22732.695,7.878,0.784,0.53,100.0,76179.039,20194.787,36124.168,13206.601,69471.414,91.587,69525.556,132.0,98.0,47.0,38.0,9.0,1.0,1.0,11.0,38096.0,9874.0,54882154.0,28954791.0,22812489.0,2.773840034820431,2.40777297620088,1.1520355375020248,85.68404670000001,92.7871614,78.98626130000001,32680936694.734,5.192342248908297,1189.987625
1979,0.094425,0.100425,0.1477,0.11253,-0.016274,-0.0108809,105.272,0.412283,0.00617284,0.00283282,0.025,0.00809072,0.0125,0.000682652,0.0042735,0.018631,0.365542,0.259301,-0.026798,-0.104022,119.0,95.594,,31.61000061035156,0.2839738698648504,111.31306068898336,432.76,107.35,583.89,55.5,293.35,183.59,433.67,74.95,77.95,55.35,46.12,64.59,20.38,117.38,63.92,135.14,154.16,59.75,97.61,267.21,95.28,76.27,147.01,57.22,16.81,64.33,166.42,262.42,192.13,106.0,207.65,92.34,77.85,81.41,74.54,11.95,816.22,37.27,40.03,52.87,131.53,43.67,206.03,230.98,147.04,136.4,269.84,97.66,113.25,121.1,114.61,98.81336707093622,105.66268213942938,52.21804152348,52.09226580556,1.98992792653,5.496735035,3347.89915159254,39.62992057075,2703.04427429802,517.15781560133,26050.1942669779,10094.66827815,1250.73153574361,14600000.0,85500000.0,7350000.0,1210.0,898000000.0,3510000.0,686000.0,134000000.0,10800.0,245000.0,5990000.0,37653.043,690801.1739999999,14097.017,254458.871,21380.146,899527.267,28.0,89007.647,54751.376,2122346.54,0.1369853120178151,0.1670439481023956,0.1196475932554806,RUS,0.1670439481023956,0.1369853120178151,1.219429628197447,0.0723772976503976,0.2576676833725831,0.8734337389392544,3.0,0.215023616561941,0.0455016171266026,0.0852636198099435,0.2116121840667449,1.0,1.0,173.0,0.2254335260115607,0.3145064935064935,7.0,5.0,1.0,0.0,55.0,5.0,39.0,5.0,7.049517114452134,0.0881,0.1633,0.445456862745098,336.84,336.84,336.84,19508.59,4.466,,25364.418,5855.829,6799.882,9224.317,2668.065,403.703,360.159,,,,,583172.438,1215352.0,636752.562,100.0,100.0,6825.825,2098.113,33813.141,23333.852,7.74,0.801,0.541,100.0,78698.641,21380.146,37653.043,14097.017,71666.602,91.462,73130.206,115.0,85.0,34.0,30.0,9.0,4.0,1.0,26.0,7297.0,4469.0,61733267.0,18947910.0,16730504.0,2.814032368205749,2.36136095004641,1.1916993749517382,83.34747999999999,90.6706792,76.50850630000001,33469109497.41,5.324396834061136,1215.352
1980,0.1146,0.11615,0.22,0.135017,-0.0179884,-0.0166228,96.3065,0.418655,0.0185185,0.0300948,0.025,0.00448483,0.01875,0.00068684,0.017094,0.0384257,0.370583,0.29679,-0.019568,-0.130937,124.0,95.35,,36.83000183105469,0.3223064308120329,114.27014266598272,364.83,59.37,587.5,47.69,276.01,217.92,602.33,79.16,79.68,63.97,52.07,61.27,20.97,112.57,62.48,95.94,150.9,55.96,99.42,279.6,84.18,66.66,145.06,63.46,20.63,90.48,290.58,354.53,317.24,73.83,165.71,98.23,70.36,64.02,80.0,11.88,826.73,32.66,104.59,51.34,112.47,40.06,244.78,277.88,155.58,133.24,346.97,101.75,138.83,144.72,125.47,110.647963656651,115.3423129034829,56.52604756317,61.54270644212,2.4364620645,6.4699758231,3345.51666519448,43.06673480352,2721.24245842062,931.95887726587,25718.7416118448,9994.2345138968,1167.07427238718,15400000.0,89200000.0,7200000.0,1220.0,884000000.0,3520000.0,779000.0,147000000.0,10700.0,245000.0,5950000.0,35949.586,726750.7599999999,14283.338,268742.209,20968.074,920495.341,17.0,13558.987,6600.0,2135905.527,0.1328445838308905,0.1683505780173192,0.1192562221302706,RUS,0.1683505780173192,0.1328445838308905,1.2672746841649738,0.0714465789259607,0.2558435297075637,0.897712339421246,3.0,0.2121613943153124,0.047056418666778,0.0844658473233633,0.2217953875097707,1.0,1.0,173.0,0.2312138728323699,0.3224350649350649,10.0,9.0,3.0,2.0,59.0,6.0,33.0,5.0,8.319555592264601,0.1915,0.2542,0.548856862745098,338.76,338.75,338.76,19409.793,4.364,0.607,25411.107,6001.314,6984.99,8912.474,2741.514,406.156,316.456,,,,,602582.25,1240763.125,642753.875,100.0,100.0,6785.667,2117.527,33850.023,23138.926,7.611,0.818,0.552,100.0,78010.562,20968.074,35949.586,14283.338,70683.391,91.017,71200.998,124.0,96.0,39.0,36.0,13.0,3.0,1.0,20.0,22998.0,13534.0,75466559.0,121158636.0,23811866.0,2.5965258448813344,2.32082858145598,1.1187926008961828,81.5080934,89.2105091,74.388272,33276578288.843,5.297432587336245,1240.763125
1981,0.139108,0.140775,0.1313,0.103783,0.0320038,0.0335137,106.174,0.410501,0.0308642,0.0365307,0.0625,0.0556499,0.0375,0.0066526,0.025641,0.0565789,0.394054,0.326085,-0.0098174,-0.107532,128.0,104.758,,35.93000030517578,0.3555540602026324,101.05355085721438,296.32,48.87,507.15,51.71,270.12,245.86,587.85,73.09,72.11,64.76,53.6,50.98,13.52,113.18,45.15,69.68,139.43,46.3,94.25,213.93,84.77,67.56,142.85,63.01,19.33,102.12,199.11,211.65,145.37,53.43,124.24,80.76,45.53,56.71,73.7,8.49,592.12,28.81,56.12,41.21,103.95,33.05,229.25,262.25,128.38,111.35,337.28,93.32,117.94,124.21,119.1,99.02602854743913,104.29051217464315,54.34246527183,82.11478134613,3.03731784788,7.04453551272,2667.65839921454,43.01760925052,1933.77137830719,704.07707700119,21683.5780199079,9116.67542431802,1295.04596876821,15100000.0,85300000.0,7690000.0,1280.0,843000000.0,3350000.0,726000.0,145000000.0,11200.0,238000.0,5950000.0,33858.336,760609.0959999999,14530.98,283273.18899999995,21445.23,941940.571,13.0,15794.51,5781.578,2151700.037,0.1375499172764737,0.1689316353243503,0.1194722231103695,RUS,0.1689316353243503,0.1375499172764737,1.2281478511164758,0.0724791922779879,0.2580868214748438,0.8685735729686536,3.0,0.2128055539981785,0.0482009560895401,0.0842154887930306,0.2265023406764689,1.0,1.0,174.0,0.2298850574712643,0.3234740259740259,11.0,3.0,1.0,1.0,46.0,4.0,35.0,5.0,7.627283096485224,0.247,0.3208,0.604356862745098,340.12,340.11,340.12,18879.756,4.169,,24716.338,5836.581,6942.941,8483.404,2763.373,406.189,237.177,,,,,621461.938,1265479.5,648590.438,100.0,100.0,6610.78,2069.155,32964.98,22477.447,7.279,0.834,0.563,100.0,77654.789,21445.23,33858.336,14530.98,69843.836,90.366,69834.546,130.0,109.0,41.0,47.0,9.0,2.0,2.0,16.0,119439.0,112771.0,32022205.0,46040831.0,39588224.0,2.565989453998597,2.29896208010124,1.1161512737459325,79.8368748,87.8251131,72.51910620000001,33274078140.196,5.152771834061136,1265.4795
1982,0.130017,0.10725,0.112,0.0615836,0.0644632,0.0430173,118.762,0.459193,0.0432099,0.0454498,0.03125,0.051916,0.0625,0.044762,0.042735,0.0464236,0.422526,0.36291,0.0030921,-0.0590506,131.0,115.752,,32.970001220703125,0.3774583807430268,87.34738159953338,269.66,42.57,415.44,71.46,259.7,287.83,505.21,55.04,52.57,36.23,40.41,41.19,10.0,102.13,36.17,49.37,161.76,35.45,90.27,182.53,70.33,73.33,138.91,52.1,13.76,93.63,153.36,146.31,103.23,42.02,126.01,64.96,40.88,41.68,45.7,6.11,528.67,23.02,26.24,40.76,108.17,27.27,200.85,233.88,112.18,94.74,298.07,87.44,96.784,110.54,115.73,83.62913678389354,95.51542383133156,51.53147498344,86.4468666029,3.89083902271,7.02402987872,2336.77898884761,51.29909461988,1565.12222323855,593.17011572828,20244.6747007897,7635.65977634515,1175.59109809159,13400000.0,79300000.0,7580000.0,1340.0,783000000.0,3450000.0,621000.0,129000000.0,11500.0,219000.0,6130000.0,32518.732,793127.8279999999,14597.483,297870.672,22204.41,964144.981,13.0,27781.718,11666.464,2179481.755,0.1293058103575932,0.171117052864752,0.1185830656982823,RUS,0.171117052864752,0.1293058103575932,1.323351614220045,0.0710918189413198,0.2553676824471272,0.9170745333898196,3.0,0.2080987720694964,0.0521441934865006,0.0853715436473863,0.2505742487951187,1.0,1.0,175.0,0.2342857142857143,0.3249675324675324,7.0,3.0,1.0,0.0,58.0,4.0,32.0,5.0,7.568720583663293,0.031,0.1383,0.388356862745098,341.48,341.45,341.48,18729.742,4.06,,24261.297,5531.553,7066.997,8276.258,2701.499,404.047,235.583,,,,,640191.688,1289740.75,654122.0,100.0,100.0,6683.251,2127.098,32682.762,22398.619,7.085,0.85,0.574,100.0,77277.594,22204.41,32518.732,14597.483,69135.172,89.9,69320.625,153.0,127.0,48.0,51.0,11.0,3.0,2.0,19.0,14036.0,8765.0,151214748.0,36240224.0,28870704.0,2.474373963345475,2.27466321735515,1.0877979405771272,77.2813851,85.3322953,69.9519295,33275441916.764,5.111829148471616,1289.74075
